SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,COUNTY
PAST SALE,April-2-2020,Single Family Residential,71 WEATHERHILL Rd,Hamburg Boro,NJ,07419-1011,193000.0,2.0,2.5,Hamburg Boro,,,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/71-Weatherhill-Rd-07419/unit-1801/home/37700372,GSMLS,3615504,N,Y,41.155921,-74.576206,Sussex
PAST SALE,,Single Family Residential,40 Beechmont Ter,Hamburg,NJ,07419,190000.0,,,,1441.0,1089.0,2001.0,,132.0,,,,,https://www.redfin.com/NJ/Hamburg/40-Beechmont-Ter-07419/home/37873492,,,N,Y,41.1402043,-74.6039566,Sussex
PAST SALE,December-18-2020,Single Family Residential,2 LARUE St,Franklin Boro,NJ,07416-1514,190000.0,3.0,1.5,Franklin Boro,,6098.0,1925.0,,,,Sold,,,https://www.redfin.com/NJ/Franklin/2-Larue-St-07416/home/37689217,GSMLS,3605999,N,Y,41.1230334,-74.5836196,Sussex
PAST SALE,November-19-2019,Single Family Residential,8 DELL Rd,Stanhope Boro,NJ,07874-2708,190000.0,4.0,2.5,Stanhope Boro,,12632.0,,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/8-Dell-Rd-07874/home/37785092,GSMLS,3570750,N,Y,40.9124327,-74.7123307,Sussex
PAST SALE,,Condo/Co-op,14 Liberty Ln #210,Franklin,NJ,07416,190000.0,,,,1100.0,,1986.0,,173.0,,,,,https://www.redfin.com/NJ/Franklin/14-Liberty-Ln-07416/unit-210/home/37691952,,,N,Y,41.1200223,-74.5748401,Sussex
PAST SALE,August-8-2022,Single Family Residential,14 Bucknell Trl,Hopatcong Boro,NJ,07843-1760,193000.0,2.0,1.0,Hopatcong Boro,,4356.0,,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/14-Bucknell-Trl-07843/home/37721393,GSMLS,3778224,N,Y,40.9436026,-74.6615543,Sussex
PAST SALE,September-3-2020,Single Family Residential,696 Audubon Ct #96,Stanhope Boro,NJ,07874-2753,195000.0,2.0,1.5,Stanhope Boro,,,1978.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/696-Audubon-Ct-07874/unit-96/home/37784954,GSMLS,3639752,N,Y,40.9180962,-74.7081685,Sussex
PAST SALE,February-28-2023,Single Family Residential,200 Route 94 Unit 246,Vernon Twp.,NJ,07462-3323,195000.0,1.0,1.0,Vernon Twp.,,435.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/200-Route-94-07462/unit-246/home/167669491,GSMLS,3830242,N,Y,41.1889754,-74.5061243,Sussex
PAST SALE,May-31-2022,Single Family Residential,49 Village Dr,Hamburg Boro,NJ,07419-1133,190000.0,2.0,1.5,Hamburg Boro,,,1988.0,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/49-Village-Dr-07419/home/179691814,GSMLS,3764616,N,Y,41.151801,-74.5734559,Sussex
PAST SALE,,Single Family Residential,39 Clove Rd,Montague,NJ,07827,190000.0,,,,1188.0,43560.0,1940.0,,160.0,,,,,https://www.redfin.com/NJ/Montague/39-Clove-Rd-07827/home/37732200,,,N,Y,41.3393061,-74.6926668,Sussex
PAST SALE,April-20-2021,Single Family Residential,4 HARKER HILL Dr,Hardyston Twp.,NJ,07419-1235,195000.0,2.0,1.0,Hardyston Twp.,,,1991.0,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/4-Harker-Hill-Dr-07419/home/37867609,GSMLS,3657363,N,Y,41.1563879,-74.5517746,Sussex
PAST SALE,July-22-2022,Single Family Residential,200 Route 94 #118,Vernon Twp.,NJ,07462,190000.0,1.0,1.0,Vernon Twp.,,435.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/200-Route-94-07462/unit-118/home/167669367,GSMLS,3797064,N,Y,41.1889754,-74.5061243,Sussex
PAST SALE,July-15-2021,Single Family Residential,56 Village Dr,Hamburg Boro,NJ,07419-1126,190000.0,2.0,1.5,Hamburg Boro,,,1988.0,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/56-Village-Dr-07419/home/180556165,GSMLS,3726682,N,Y,41.151976,-74.5730813,Sussex
PAST SALE,May-27-2022,Single Family Residential,10-13 Pine Cres #13,Vernon Twp.,NJ,07462,190000.0,1.0,1.0,Vernon Twp.,,1306.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/10-Pine-Cres-07462/home/167662895,GSMLS,3767451,N,Y,41.193847,-74.505757,Sussex
PAST SALE,June-7-2022,Single Family Residential,238 Rt23,Hamburg Boro,NJ,07419-1134,191000.0,3.0,1.0,Hamburg Boro,,3049.0,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/238-State-Rt-23-S-07419/home/37697335,GSMLS,3775130,N,Y,41.1379286,-74.5719699,Sussex
PAST SALE,January-17-2020,Single Family Residential,56 FERNWOOD Rd,Wantage Twp.,NJ,07461-1013,192500.0,3.0,2.0,Wantage Twp.,,13068.0,1984.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/56-Fernwood-Rd-07461/home/37854443,GSMLS,3575776,N,Y,41.2193758,-74.6351925,Sussex
PAST SALE,,Single Family Residential,910 Willow Dr,Newton,NJ,07860,190000.0,,,,770.0,15002.0,1968.0,,247.0,,,,,https://www.redfin.com/NJ/Newton/910-Willow-Dr-07860/home/37787288,,,N,Y,41.1150051,-74.8408928,Sussex
PAST SALE,June-29-2022,Single Family Residential,6 Maple Cres #13,Vernon Twp.,NJ,07462-3231,190000.0,1.0,1.0,Vernon Twp.,,1306.0,2002.0,,,,Sold,,,https://www.redfin.com/NJ/Vernon-Township/6-Maple-Cres-07462/unit-13/home/179521564,GSMLS,3783898,N,Y,41.1946326,-74.5061058,Sussex
PAST SALE,,Condo/Co-op,1 Attitash Dr #1,Vernon,NJ,07462,190000.0,,,,1820.0,,1987.0,,104.0,,,,,https://www.redfin.com/NJ/Vernon/1-Attitash-Dr-07462/unit-1/home/167669189,,,N,Y,41.1873176,-74.5099945,Sussex
PAST SALE,,Single Family Residential,7 W Cherry Tree Ln,Sparta,NJ,07871,195000.0,,,,1036.0,5846.0,1955.0,,188.0,,,,,https://www.redfin.com/NJ/Sparta/7-W-Cherry-Tree-Ln-07871/home/37870482,,,N,Y,41.023963,-74.6392889,Sussex
PAST SALE,July-23-2020,Single Family Residential,39 W Shore Trl,Stockholm,NJ,07460,190000.0,3.0,1.5,Stockholm,1027.0,7405.0,1960.0,,185.0,,Sold,,,https://www.redfin.com/NJ/Stockholm/39-W-Shore-Trl-07460/home/37711107,BRIGHT MLS,NJSU100140,N,Y,41.0998978,-74.5365876,Sussex
PAST SALE,,Condo/Co-op,18 Willow Cir #704,Hamburg,NJ,07419,195000.0,,,,1337.0,,,,146.0,,,,,https://www.redfin.com/NJ/Hamburg/18-Willow-Cir-07419/unit-704/home/37700313,,,N,Y,41.157532,-74.577578,Sussex
PAST SALE,,Single Family Residential,5 Greendale Rd,Newton,NJ,07860,192000.0,,,,1331.0,67518.0,1952.0,,144.0,,,,,https://www.redfin.com/NJ/Newton/5-Greendale-Rd-07860/home/37677341,,,N,Y,41.0178322,-74.7697786,Sussex
PAST SALE,March-12-2021,Single Family Residential,39 SUSQUEHANNA St,Franklin Boro,NJ,07416-1201,190000.0,2.0,1.0,Franklin Boro,,6534.0,1915.0,,,,Sold,,,https://www.redfin.com/NJ/Franklin/39-Susquehanna-St-07416/home/37688386,GSMLS,3689524,N,Y,41.1225545,-74.589586,Sussex
PAST SALE,,Condo/Co-op,62 Village Dr #506,Hamburg,NJ,07419,195000.0,,,,1216.0,,1988.0,,160.0,,,,,https://www.redfin.com/NJ/Hamburg/62-Village-Dr-07419/unit-506/home/37700186,,,N,Y,41.1521059,-74.5732046,Sussex
PAST SALE,December-29-2022,Single Family Residential,2 Pine Cres #13,Vernon Twp.,NJ,07462-3334,190000.0,1.0,1.0,Vernon Twp.,,1306.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon-Township/2-23-Pine-Cres-07462/unit-13/home/183537213,GSMLS,3822012,N,Y,41.1941679,-74.5078248,Sussex
PAST SALE,December-3-2019,Single Family Residential,7 WOODBINE Dr,Hardyston Twp.,NJ,07419-9756,191000.0,3.0,3.0,Hardyston Twp.,,2613.0,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/7-Woodbine-Dr-07419/home/37710251,GSMLS,3576267,N,Y,41.1451769,-74.6045833,Sussex
PAST SALE,May-2-2023,Single Family Residential,19 Mountainside Dr,Vernon Twp.,NJ,07461-4316,190000.0,3.0,1.0,Vernon Twp.,,10018.0,,,,,Sold,,,https://www.redfin.com/NJ/Sussex/19-Mountainside-Dr-07461/home/167659627,GSMLS,3841163,N,Y,41.2393949,-74.5336833,Sussex
PAST SALE,December-13-2019,Single Family Residential,28 BAY VIEW Rd,Hopatcong Boro,NJ,07843-1902,195000.0,3.0,1.0,Hopatcong Boro,,11761.0,,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/28-Bayview-Ave-07843/home/37722810,GSMLS,3558642,N,Y,40.9510429,-74.6441832,Sussex
PAST SALE,October-6-2023,Single Family Residential,609-A Sleepy Hollow Rd Unit A,Montague Twp.,NJ,07827,195000.0,2.0,2.0,Montague Twp.,,,1988.0,,,,Sold,,,https://www.redfin.com/NJ/Montague/609-Sleepy-Hollow-Rd-07827/unit-A/home/186465224,GSMLS,3858968,N,Y,41.2983166,-74.757007,Sussex
PAST SALE,September-12-2023,Single Family Residential,200 Route 94 Unit 351,Vernon Twp.,NJ,07462-3323,190000.0,1.0,1.0,Vernon Twp.,,435.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/200-Route-94-07462/unit-351/home/167669502,GSMLS,3854749,N,Y,41.1889754,-74.5061243,Sussex
PAST SALE,May-25-2023,Single Family Residential,34 Mason Ave,Newton Town,NJ,07860-2410,192900.0,2.0,1.0,Newton Town,,14810.0,1932.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/34-Mason-Ave-07860/home/37740486,GSMLS,3842431,N,Y,41.0473388,-74.753091,Sussex
PAST SALE,November-28-2023,Single Family Residential,1 Beaver Crk #10,Vernon Twp.,NJ,07462-5547,193500.0,2.0,1.0,Vernon Twp.,,435.0,1986.0,,,,Sold,,,https://www.redfin.com/NJ/Vernon/1-Beaver-Crk-07462/unit-10/home/167668824,GSMLS,3867001,N,Y,41.1859283,-74.5131063,Sussex
PAST SALE,August-8-2024,Single Family Residential,501 River Styx Rd,Hopatcong Boro,NJ,07843-1836,190000.0,2.0,1.0,Hopatcong Boro,,10454.0,,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/501-River-Styx-Rd-07843/home/37724189,GSMLS,3911019,N,Y,40.9463518,-74.649158,Sussex
PAST SALE,September-25-2023,Single Family Residential,4 Amherst Ct #4,Hamburg Boro,NJ,07419-1335,195000.0,1.0,1.0,Hamburg Boro,,,1988.0,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/4-Amherst-Ct-07419/unit-4/home/186311523,GSMLS,3857781,N,Y,41.1435695,-74.5657208,Sussex
PAST SALE,August-17-2022,Single Family Residential,70 Heritage Ln,Hamburg Boro,NJ,07419-1330,195000.0,2.0,1.5,Hamburg Boro,,,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/70-Heritage-Ln-07419/home/180312614,GSMLS,3793440,N,Y,41.1425022,-74.5657376,Sussex
PAST SALE,October-4-2024,Vacant Land,359 Scott Rd,Franklin Boro,NJ,07416,190000.0,,,Franklin Boro,,805424.0,,,,,Sold,,,https://www.redfin.com/NJ/Franklin/359-Scott-Rd-07416/home/165377326,GSMLS,3910893,N,Y,41.132946,-74.5756997,Sussex
PAST SALE,June-8-2023,Single Family Residential,49 Maple Tree Ln,Sparta Twp.,NJ,07871-2217,192000.0,2.0,1.0,Sparta Twp.,,5662.0,1948.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/49-Maple-Tree-Ln-07871/home/37777074,GSMLS,3845767,N,Y,41.0291459,-74.6389451,Sussex
PAST SALE,November-15-2023,Single Family Residential,66 Heritage Ln #66,Hamburg Boro,NJ,07419-1330,190000.0,1.0,1.5,Hamburg Boro,,,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/66-Heritage-Ln-07419/unit-66/home/148307471,GSMLS,3870289,N,Y,41.1426271,-74.5659062,Sussex
PAST SALE,July-12-2022,Single Family Residential,59 Main St,Ogdensburg Boro,NJ,07439-1235,190000.0,4.0,1.5,Ogdensburg Boro,,15245.0,1900.0,,,,Sold,,,https://www.redfin.com/NJ/Ogdensburg/59-Main-St-07439/home/37746979,GSMLS,3789113,N,Y,41.0818263,-74.5920252,Sussex
PAST SALE,December-13-2023,Single Family Residential,35 Harrison St,Sussex Boro,NJ,07461-2119,195000.0,2.0,1.0,Sussex Boro,,12632.0,1925.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/35-Harrison-St-07461/home/37798392,GSMLS,3872869,N,Y,41.2101429,-74.6056582,Sussex
PAST SALE,May-5-2023,Single Family Residential,415 B Lake Shr N,Montague Twp.,NJ,07827,194670.0,2.0,2.0,Montague Twp.,,,1986.0,,,,Sold,,,https://www.redfin.com/NJ/Montague/415-Lake-Shr-N-07827/home/184697217,GSMLS,3832841,N,Y,41.3060116,-74.76532,Sussex
PAST SALE,November-18-2022,Single Family Residential,2 Chamonix Dr& 314 #312,Vernon Twp.,NJ,07462-4600,195000.0,1.0,1.0,Vernon Twp.,,435.0,2003.0,,,,Sold,,,https://www.redfin.com/NJ/Vernon/2-Chamonix-Dr-07462/unit-312/home/167667968,GSMLS,3810677,N,Y,41.1836012,-74.5191395,Sussex
PAST SALE,September-7-2022,Single Family Residential,1 Leo Ave,Hopatcong Boro,NJ,07874-2200,192000.0,1.0,1.0,Hopatcong Boro,620.0,7405.0,1930.0,,310.0,,Sold,,,https://www.redfin.com/NJ/Stanhope/1-Leo-Ave-07874/home/37718165,GSMLS,3793614,N,Y,40.9151776,-74.6861876,Sussex
PAST SALE,June-17-2024,Single Family Residential,72 Springbrook Trl,Sparta Twp.,NJ,07871-2113,192675.0,2.0,1.0,Sparta Twp.,,10018.0,1938.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/72-Springbrook-Trl-07871/home/37777313,GSMLS,3881986,N,Y,41.0230677,-74.6442965,Sussex
PAST SALE,June-7-2023,Single Family Residential,25 Butternut Rd,Vernon Twp.,NJ,07462-3418,195000.0,2.0,1.0,Vernon Twp.,,12632.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/25-Butternut-Rd-07462/home/167671208,GSMLS,3836329,N,Y,41.1774257,-74.5520127,Sussex
PAST SALE,May-9-2022,Single Family Residential,74 Heritage Ln,Hamburg Boro,NJ,07419-1330,190000.0,2.0,1.5,Hamburg Boro,,,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/74-Heritage-Ln-07419/home/185374612,GSMLS,3776677,N,Y,41.1424313,-74.5656798,Sussex
PAST SALE,September-26-2022,Single Family Residential,196 Main St,Newton Town,NJ,07860-1916,195000.0,3.0,1.5,Newton Town,,7405.0,1900.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/196-Main-St-07860/home/37740158,GSMLS,3796713,N,Y,41.0490338,-74.7569542,Sussex
PAST SALE,November-14-2023,Single Family Residential,40 Portsmouth Ct #40,Hamburg Boro,NJ,07419-1343,195000.0,1.0,1.0,Hamburg Boro,,,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/40-Portsmouth-Ct-07419/unit-40/home/187457786,GSMLS,3864459,N,Y,41.140587,-74.5652928,Sussex
PAST SALE,February-17-2023,Single Family Residential,38 Bayview Ave,Hopatcong Boro,NJ,07843-1909,195000.0,2.0,1.0,Hopatcong Boro,,4791.0,,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/38-Bayview-Ave-07843/home/37722777,GSMLS,3821619,N,Y,40.952258,-74.644481,Sussex
PAST SALE,August-15-2022,Single Family Residential,8 Acapulco Princess Pl U2 #2,Vernon Twp.,NJ,07462,192000.0,3.0,2.0,Vernon Twp.,,435.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/8-Acapulco-Princess-07462/unit-2/home/37825776,GSMLS,3784688,N,Y,41.1782041,-74.5224567,Sussex
PAST SALE,October-30-2020,Single Family Residential,206 Tomahawk Trl,Sparta,NJ,07871,190000.0,3.0,2.5,Sparta,1296.0,9147.0,1967.0,,147.0,,Sold,,,https://www.redfin.com/NJ/Sparta/206-Tomahawk-Trl-07871/home/37681863,BRIGHT MLS,NJSU100166,N,Y,40.9962349,-74.6543842,Sussex
PAST SALE,September-21-2022,Single Family Residential,5 Eagles Nest Dr #5,Vernon Twp.,NJ,07462-4569,190000.0,2.0,2.0,Vernon Twp.,,435.0,1987.0,,,,Sold,,,https://www.redfin.com/NJ/Vernon/5-Eagles-Nest-Dr-07462/unit-5/home/37822191,GSMLS,3792763,N,Y,41.1853667,-74.5111527,Sussex
PAST SALE,April-18-2022,Single Family Residential,165 Dakota Dr #165,Andover Twp.,NJ,07848-4021,190000.0,1.0,1.5,Andover Twp.,,17424.0,1982.0,,,,Sold,,,https://www.redfin.com/NJ/Lafayette/165-Dakota-Dr-07848/unit-165/home/178699832,GSMLS,3770144,N,Y,41.049387,-74.702877,Sussex
PAST SALE,January-7-2022,Single Family Residential,123 W End Ave,Newton Town,NJ,07860-1547,192500.0,2.0,2.5,Newton Town,,14374.0,1984.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/123-W-End-Ave-07860/home/183713715,GSMLS,3733871,N,Y,41.0488002,-74.7685202,Sussex
PAST SALE,May-14-2021,Single Family Residential,913 Oriole Trl,Stillwater Twp.,NJ,07860-4421,190000.0,2.0,1.0,Stillwater Twp.,,10890.0,1950.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/913-Oriole-Trl-07860/home/37793363,GSMLS,3704147,N,Y,41.0392448,-74.9001189,Sussex
PAST SALE,November-30-2021,Single Family Residential,7 Deer Valley Ln #1,Vernon Twp.,NJ,07462-4512,191000.0,2.0,2.0,Vernon Twp.,,435.0,1986.0,,,,Sold,,,https://www.redfin.com/NJ/Vernon/7-Deer-Valley-Ln-07462/unit-1/home/167668388,GSMLS,3748754,N,Y,41.1839147,-74.5148908,Sussex
PAST SALE,September-6-2024,Single Family Residential,1 Purgatory Ct #4,Vernon Twp.,NJ,07462-5511,195000.0,2.0,1.0,Vernon Twp.,,435.0,1987.0,,,,Sold,,,https://www.redfin.com/NJ/Vernon/1-Purgatory-Ct-07462/unit-4/home/167669316,GSMLS,3911272,N,Y,41.18655,-74.5086994,Sussex
PAST SALE,May-20-2022,Single Family Residential,200 Route 94 #309,Vernon Twp.,NJ,07462,190000.0,1.0,1.0,Vernon Twp.,,871.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/200-Route-94-07462/unit-309/home/167669527,GSMLS,3775539,N,Y,41.1889754,-74.5061243,Sussex
PAST SALE,September-15-2022,Single Family Residential,1 Point O Woods Ter #6,Vernon Twp.,NJ,07462-2510,190000.0,2.0,2.0,Vernon Twp.,,435.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/1-Point-O-Woods-Ter-07462/unit-6/home/167667645,GSMLS,3785464,N,Y,41.1779656,-74.5257527,Sussex
PAST SALE,December-3-2020,Single Family Residential,5 BLUEBIRD Ct,Hampton Twp.,NJ,07860-1479,190000.0,1.0,1.5,Hampton Twp.,,,,,,,Sold,,,https://www.redfin.com/NJ/Newton/5-Bluebird-Ct-07860/unit-B005/home/37703954,GSMLS,3674641,N,Y,41.073683,-74.734366,Sussex
PAST SALE,December-22-2022,Single Family Residential,210 Canadawa Rd,Vernon Twp.,NJ,07422-9605,190000.0,2.0,1.0,Vernon Twp.,,6098.0,1955.0,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/210-Canadawa-Rd-07422/home/167665877,GSMLS,3810005,N,Y,41.1692935,-74.47159,Sussex
PAST SALE,,Condo/Co-op,13236 Dell Pl #236,Stanhope,NJ,07874,190000.0,,,,861.0,,1978.0,,221.0,,,,,https://www.redfin.com/NJ/Stanhope/13236-Dell-Pl-07874/unit-236/home/37784825,,,N,Y,40.9200246,-74.7070665,Sussex
PAST SALE,August-28-2024,Single Family Residential,39 George Hill Rd,Frankford Twp.,NJ,07822-2003,190000.0,2.0,1.0,Frankford Twp.,,48787.0,1955.0,,,,Sold,,,https://www.redfin.com/NJ/Augusta/39-George-Hill-Rd-07822/home/37684506,GSMLS,3892834,N,Y,41.148812,-74.715224,Sussex
PAST SALE,April-4-2023,Single Family Residential,142 Heritage Ln #142,Hamburg Boro,NJ,07419-1333,190000.0,2.0,1.5,Hamburg Boro,,,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/142-Heritage-Ln-07419/unit-142/home/183989143,GSMLS,3826164,N,Y,41.141807,-74.5665629,Sussex
PAST SALE,,Condo/Co-op,56 Cheyenne Rd,Lafayette,NJ,07848,190000.0,,,,1582.0,,1982.0,,120.0,,,,,https://www.redfin.com/NJ/Lafayette/56-Cheyenne-Rd-07848/home/37675444,,,N,Y,41.047982,-74.702553,Sussex
PAST SALE,April-8-2021,Single Family Residential,132 McPeek Rd,Andover Twp.,NJ,07848-4018,190000.0,2.0,1.5,Andover Twp.,,17424.0,1982.0,,,,Sold,,,https://www.redfin.com/NJ/Lafayette/132-McPeek-Rd-07848/home/37675378,GSMLS,3692099,N,Y,41.049054,-74.703463,Sussex
PAST SALE,September-27-2022,Single Family Residential,11 Sussex St,Newton Town,NJ,07860-2601,195000.0,4.0,2.0,Newton Town,,10018.0,,,,,Sold,,,https://www.redfin.com/NJ/Newton/11-Sussex-St-07860/home/37742220,GSMLS,3793385,N,Y,41.0479548,-74.7479942,Sussex
PAST SALE,August-12-2022,Single Family Residential,10 Maple Cres Unit 12,Vernon Twp.,NJ,07462-3231,190000.0,1.0,1.0,Vernon Twp.,,1306.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon-Township/10-12-Maple-Cres-07462/unit-12/home/179661335,GSMLS,3785344,N,Y,41.1944956,-74.5050687,Sussex
PAST SALE,,Condo/Co-op,40 Portsmouth Ct #2102,Hamburg,NJ,07419,195000.0,,,,1000.0,,,,195.0,,,,,https://www.redfin.com/NJ/Hamburg/40-Portsmouth-Ct-07419/unit-2102/home/37698941,,,N,Y,41.1404304,-74.5652715,Sussex
PAST SALE,,Single Family Residential,109 Vermont Trl,Hopatcong,NJ,07843,190000.0,,,,640.0,3999.0,1953.0,,297.0,,,,,https://www.redfin.com/NJ/Hopatcong/109-Vermont-Trl-07843/home/37727056,,,N,Y,40.9411865,-74.673376,Sussex
PAST SALE,August-26-2021,Single Family Residential,71 Brooklyn Rd,Stanhope Boro,NJ,07874-2866,190000.0,2.0,1.0,Stanhope Boro,,4791.0,1953.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/71-Brooklyn-Rd-07874/home/37781353,GSMLS,3724248,N,Y,40.9116568,-74.7036927,Sussex
PAST SALE,,Condo/Co-op,283 Lake Shr Unit A,Montague,NJ,07827,195000.0,,,,1740.0,,1970.0,,112.0,,,,,https://www.redfin.com/NJ/Montague/283-Lake-Shr-07827/unit-A/home/37668692,,,N,Y,41.309373,-74.751187,Sussex
PAST SALE,,Condo/Co-op,578 Dell Pl #78,Stanhope,NJ,07874,195000.0,,,,861.0,,1978.0,,226.0,,,,,https://www.redfin.com/NJ/Stanhope/578-Dell-Pl-07874/unit-78/home/37784933,,,N,Y,40.9175052,-74.7074289,Sussex
PAST SALE,October-28-2021,Single Family Residential,3 Powderhorn Ct Unit 2,Vernon Twp.,NJ,07462-5564,195000.0,3.0,1.0,Vernon Twp.,,435.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/3-Powderhorn-Ct-07462/unit-2/home/167668584,GSMLS,3738540,N,Y,41.1866547,-74.5161651,Sussex
PAST SALE,June-14-2021,Single Family Residential,30 Mountain Trl,Sandyston Twp.,NJ,07826-5013,195000.0,2.0,1.0,Sandyston Twp.,,7840.0,1932.0,,,,Sold,,,https://www.redfin.com/NJ/Sandyston/30-Mountain-Trl-07826/home/37752203,GSMLS,3706142,N,Y,41.1747359,-74.7960741,Sussex
PAST SALE,October-20-2021,Single Family Residential,20 Hillcrest Ave,Andover Twp.,NJ,07860-8842,195000.0,3.0,1.0,Andover Twp.,,32234.0,,,,,Sold,,,https://www.redfin.com/NJ/Newton/20-Hillcrest-Ave-07860/home/37861116,GSMLS,3736717,N,Y,41.0003869,-74.7286524,Sussex
PAST SALE,November-20-2020,Single Family Residential,30 HILLSIDE Dr,Wantage Twp.,NJ,07461-1219,190000.0,2.0,1.5,Wantage Twp.,,7840.0,1988.0,,,,Sold,,,https://www.redfin.com/NJ/Wantage/30-Hillside-Dr-07461/home/37854128,GSMLS,3666993,N,Y,41.2155138,-74.6338308,Sussex
PAST SALE,March-19-2020,Single Family Residential,31 Winding Brook Rd,Hamburg Boro,NJ,07419-1027,195000.0,3.0,2.5,Hamburg Boro,,,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/31-Winding-Brook-Rd-07419/unit-306/home/37700329,GSMLS,3611577,N,Y,41.1580006,-74.5765967,Sussex
PAST SALE,,Condo/Co-op,571 Dell Pl #71,Stanhope,NJ,07874,190000.0,,,,1260.0,,1978.0,,151.0,,,,,https://www.redfin.com/NJ/Stanhope/571-Dell-Pl-07874/unit-71/home/37784930,,,N,Y,40.9174054,-74.7078165,Sussex
PAST SALE,January-14-2022,Single Family Residential,12 Cranberry Ledge Rd,Byram Twp.,NJ,07821-3004,190100.0,2.0,1.0,Byram Twp.,,12632.0,,,,,Sold,,,https://www.redfin.com/NJ/Byram-Township/12-Cranberry-Ledge-Rd-07821/home/37677565,GSMLS,3752371,N,Y,40.9512691,-74.7548436,Sussex
PAST SALE,July-24-2020,Single Family Residential,7 TUFTS Trl,Hopatcong Boro,NJ,07843-1013,190000.0,2.0,1.0,Hopatcong Boro,,6098.0,,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/7-Tufts-Trl-07843/home/37715642,GSMLS,3635570,N,Y,40.9337647,-74.6747844,Sussex
PAST SALE,May-2-2022,Single Family Residential,51 Wildwood Shores Dr,Hopatcong Boro,NJ,07843-1935,195000.0,2.0,1.0,Hopatcong Boro,,6098.0,1950.0,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/51-Wildwood-Shores-Dr-07843/home/37722759,GSMLS,3767207,N,Y,40.9510519,-74.6419552,Sussex
PAST SALE,June-14-2023,Single Family Residential,200 Route 94 Unit 208,Vernon Twp.,NJ,07462-3323,193000.0,1.0,1.0,Vernon Twp.,,435.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/200-Route-94-07462/unit-208/home/167669450,GSMLS,3834228,N,Y,41.1889754,-74.5061243,Sussex
PAST SALE,March-10-2021,Single Family Residential,218 LAKESIDE Ave,Hopatcong Boro,NJ,07843-1451,195000.0,3.0,1.0,Hopatcong Boro,,2613.0,,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/218-Lakeside-Blvd-07843/home/37719684,GSMLS,3686188,N,Y,40.9322578,-74.6560453,Sussex
