SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,COUNTY
PAST SALE,,Single Family Residential,173 Forest Lake Dr N,Byram Township,NJ,07821,351000.0,,,,1898.0,23305.0,1966.0,,185.0,,,,,https://www.redfin.com/NJ/Byram-Township/173-Forest-Lake-Dr-N-07821/home/37863537,,,N,Y,40.9702644,-74.7298982,Sussex
PAST SALE,,Single Family Residential,45 N Shore Trl,Sparta,NJ,07871,350000.0,,,,2164.0,18848.0,1940.0,,162.0,,,,,https://www.redfin.com/NJ/Sparta/45-N-Shore-Trl-07871/home/37771200,,,N,Y,41.0331963,-74.6564805,Sussex
PAST SALE,,Single Family Residential,34 County Road 519,Newton,NJ,07860,350000.0,,,,1300.0,129286.0,1970.0,,269.0,,,,,https://www.redfin.com/NJ/Newton/34-County-Road-519-07860/home/37703764,,,N,Y,41.0793078,-74.7480884,Sussex
PAST SALE,,Single Family Residential,6 State Rt 284,Sussex,NJ,07461,350000.0,,,,2839.0,23958.0,1950.0,,123.0,,,,,https://www.redfin.com/NJ/Sussex/6-State-Rt-284-07461/home/37849354,,,N,Y,41.2143063,-74.6004544,Sussex
PAST SALE,,Single Family Residential,906 Fairview Lake Ln,Blairstown,NJ,07825,350000.0,,,,1606.0,98010.0,1970.0,,218.0,,,,,https://www.redfin.com/NJ/Blairstown/906-Fairview-Lake-Ln-07825/home/37790827,,,N,Y,41.0656118,-74.9036192,Sussex
PAST SALE,,Single Family Residential,69 Edison Ter,Sparta,NJ,07871,350000.0,,,,1900.0,19950.0,1970.0,,184.0,,,,,https://www.redfin.com/NJ/Sparta/69-Edison-Ter-07871/home/37752539,,,N,Y,41.0545018,-74.5566952,Sussex
PAST SALE,,Single Family Residential,650 Lakeside Ave,Andover,NJ,07821,350000.0,,,,2380.0,7480.0,1944.0,,147.0,,,,,https://www.redfin.com/NJ/Andover/650-Lakeside-Ave-07821/home/37728726,,,N,Y,40.965552,-74.651928,Sussex
PAST SALE,,Single Family Residential,70 Lower North Shore Rd,Branchville,NJ,07826,350000.0,,,,,7601.0,1940.0,,,,,,,https://www.redfin.com/NJ/Branchville/70-Lower-North-Shore-Rd-07826/home/37686802,,,N,Y,41.175793,-74.778431,Sussex
PAST SALE,,Single Family Residential,925 Main St,Newton,NJ,07860,350000.0,,,,1734.0,12397.0,1840.0,,202.0,,,,,https://www.redfin.com/NJ/Newton/925-Main-St-07860/home/37793473,,,N,Y,41.034027,-74.874579,Sussex
PAST SALE,,Single Family Residential,40 Harrison St,Sussex,NJ,07461,350000.0,,,,1659.0,8939.0,1900.0,,211.0,,,,,https://www.redfin.com/NJ/Sussex/40-Harrison-St-07461/home/37798411,,,N,Y,41.2102921,-74.6049747,Sussex
PAST SALE,,Single Family Residential,2 Glen Rd,Highland Lakes,NJ,07422,350000.0,,,,1288.0,21344.0,1979.0,,272.0,,,,,https://www.redfin.com/NJ/Highland-Lakes/2-Glen-Rd-07422/home/37802243,,,N,Y,41.1975895,-74.4370559,Sussex
PAST SALE,,Single Family Residential,16 Ridge Rd,Stanhope,NJ,07874,350000.0,,,,1988.0,8967.0,1973.0,,176.0,,,,,https://www.redfin.com/NJ/Stanhope/16-Ridge-Rd-07874/home/37781219,,,N,Y,40.9099371,-74.7062304,Sussex
PAST SALE,,Single Family Residential,20 Barry Dr S,Highland Lakes,NJ,07422,350000.0,,,,1443.0,20473.0,1975.0,,243.0,,,,,https://www.redfin.com/NJ/Highland-Lakes/20-Barry-Dr-S-07422/home/167657276,,,N,Y,41.1911909,-74.4409072,Sussex
PAST SALE,,Single Family Residential,13 Nariticong Ave,Hopatcong,NJ,07843,351800.0,,,,1428.0,12502.0,1976.0,,246.0,,,,,https://www.redfin.com/NJ/Hopatcong/13-Nariticong-Ave-07843/home/37717507,,,N,Y,40.9301948,-74.659575,Sussex
PAST SALE,,Single Family Residential,275 Newton Sparta Rd,Newton,NJ,07860,350000.0,,,,2049.0,21022.0,1954.0,,171.0,,,,,https://www.redfin.com/NJ/Newton/275-Newton-Sparta-Rd-07860/home/37675501,,,N,Y,41.036461,-74.6951821,Sussex
PAST SALE,,Single Family Residential,10 4th St,Branchville,NJ,07826,350000.0,,,,3136.0,43560.0,1986.0,,112.0,,,,,https://www.redfin.com/NJ/Branchville/10-4th-St-07826/home/37685664,,,N,Y,41.1617668,-74.7710133,Sussex
PAST SALE,,Single Family Residential,1277 State Rt 23,Sussex,NJ,07461,350000.0,,,,1352.0,98010.0,1974.0,,259.0,,,,,https://www.redfin.com/NJ/Sussex/1277-State-Rt-23-07461/home/37859552,,,N,Y,41.2841846,-74.6545421,Sussex
PAST SALE,,Single Family Residential,13 Ferndale Ln,Hamburg,NJ,07419,348000.0,2.0,,,1768.0,3131.0,2005.0,,197.0,,,,,https://www.redfin.com/NJ/Hamburg/13-Ferndale-Ln-07419/home/171820542,,,N,Y,41.1465675,-74.6069291,Sussex
PAST SALE,,Single Family Residential,49 Old Stage Coach Rd,Byram Township,NJ,07821,347900.0,,,,1496.0,37113.0,1970.0,,233.0,,,,,https://www.redfin.com/NJ/Byram-Township/49-Old-Stage-Coach-Rd-07821/home/37679585,,,N,Y,40.9722571,-74.7224818,Sussex
PAST SALE,,Single Family Residential,32 Wykertown Rd,Branchville,NJ,07826,350000.0,,,,2214.0,96703.0,2002.0,,158.0,,,,,https://www.redfin.com/NJ/Branchville/32-Wykertown-Rd-07826/home/37684276,,,N,Y,41.1635315,-74.7294676,Sussex
PAST SALE,,Single Family Residential,Panther Lake Rd,Andover,NJ,07821,350000.0,,,,572.0,588.0,1962.0,,612.0,,,,,https://www.redfin.com/NJ/Andover/Panther-Lake-Rd-07821/home/37681978,,,N,Y,40.96351,-74.737524,Sussex
PAST SALE,,Single Family Residential,88 Woodside Ave,Newton,NJ,07860,351000.0,,,,2480.0,13068.0,1988.0,,142.0,,,,,https://www.redfin.com/NJ/Newton/88-Woodside-Ave-07860/home/37740580,,,N,Y,41.0472153,-74.7558558,Sussex
PAST SALE,May-9-2024,Single Family Residential,37 Crownview Ct,Sparta Twp.,NJ,07871-3569,1115000.0,4.0,3.5,Sparta Twp.,,134600.0,2006.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/37-Crown-View-Ct-07871/home/37665196,GSMLS,3883840.0,N,Y,41.0660003,-74.6367019,Sussex
PAST SALE,,Single Family Residential,8 E Shore Trl,Sparta,NJ,07871,1110000.0,,,,2408.0,6599.0,1950.0,,461.0,,,,,https://www.redfin.com/NJ/Sparta/8-E-Shore-Trl-07871/home/37776929,,,N,Y,41.0304731,-74.6409519,Sussex
PAST SALE,October-4-2024,Single Family Residential,2084 Lakeside Dr W,Vernon Twp.,NJ,07422-1804,1457500.0,3.0,4.5,Vernon Twp.,,16552.0,2008.0,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/2084-Lakeside-Dr-W-07422/home/167666229,GSMLS,3909860.0,N,Y,41.162405,-74.4700019,Sussex
PAST SALE,October-4-2024,Single Family Residential,2084 Lakeside Dr,Vernon,NJ,07422,1457500.0,3.0,4.5,Vernon,,19602.0,,,,,Sold,,,https://www.redfin.com/NJ/Highland-Lakes/2084-Lakeside-Dr-07422/home/191456007,NJMLS,24020995.0,N,Y,41.1788055,-74.4585472,Sussex
PAST SALE,May-17-2022,Single Family Residential,42 Warner Rd,Fredon Twp.,NJ,07860-5002,1465000.0,5.0,4.5,Fredon Twp.,,,,,,,Sold,,,https://www.redfin.com/NJ/Newton/42-Warner-Rd-07860/home/177658925,GSMLS,3756246.0,N,Y,41.0337234,-74.8335375,Sussex
PAST SALE,December-19-2019,Single Family Residential,3 OAKDALE Ave,Hopatcong Boro,NJ,07821-2939,575000.0,4.0,2.5,Hopatcong Boro,,,,,,,Sold,,,https://www.redfin.com/NJ/Andover/3-Oakdale-Ave-07821/home/37728779,GSMLS,3606024.0,N,Y,40.962592,-74.645585,Sussex
PAST SALE,June-30-2020,Single Family Residential,1 MOUNTAIN VIEW Dr,Green Twp.,NJ,07821-2121,570000.0,5.0,3.0,Green Twp.,,95832.0,2004.0,,,,Sold,,,https://www.redfin.com/NJ/Andover/1-Mountainview-Dr-07821/home/37695791,GSMLS,3630943.0,N,Y,40.9589991,-74.7707474,Sussex
PAST SALE,July-8-2022,Single Family Residential,403 Green Rd,Sparta Twp.,NJ,07871-3030,570000.0,4.0,2.5,Sparta Twp.,,101059.0,1999.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/403-Green-Rd-07871/home/37759020,GSMLS,3770116.0,N,Y,41.0028259,-74.620927,Sussex
PAST SALE,October-14-2022,Single Family Residential,15 Papakating Rd,Hopatcong Boro,NJ,07843-1420,571185.0,4.0,3.0,Hopatcong Boro,,8276.0,2022.0,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/15-Papakating-Rd-07843/home/165378824,GSMLS,3756702.0,N,Y,40.9325544,-74.6620071,Sussex
PAST SALE,July-11-2022,Single Family Residential,38 Palomino Trl,Vernon Twp.,NJ,07462-3144,575000.0,4.0,2.5,Vernon Twp.,,83199.0,,,,,Sold,,,https://www.redfin.com/NJ/Vernon/38-Palomino-Trl-07462/home/167662634,GSMLS,3763542.0,N,Y,41.2024111,-74.5150479,Sussex
PAST SALE,July-16-2020,Single Family Residential,6 MORGAN Dr,Sparta Twp.,NJ,07871-3567,570000.0,4.0,4.5,Sparta Twp.,,55321.0,2003.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/6-Morgan-Dr-07871/home/37876731,GSMLS,3633871.0,N,Y,41.0485533,-74.6407443,Sussex
PAST SALE,,Single Family Residential,339 E Lakeshore Dr,Highland Lakes,NJ,07422,575000.0,,,,1880.0,32234.0,1955.0,,306.0,,,,,https://www.redfin.com/NJ/Highland-Lakes/339-E-Lakeshore-Dr-07422/home/167665478,,,N,Y,41.1720924,-74.4523566,Sussex
PAST SALE,September-17-2020,Single Family Residential,21 TIMBERLINE Dr,Sparta Twp.,NJ,07871-1533,568000.0,4.0,2.5,Sparta Twp.,,49222.0,,,,,Sold,,,https://www.redfin.com/NJ/Sparta/21-Timberline-Dr-07871/home/37768842,GSMLS,3665803.0,N,Y,41.026688,-74.6679693,Sussex
PAST SALE,,Single Family Residential,90 Bunn Rd,Hamburg,NJ,07419,575000.0,,,,2851.0,319295.0,2003.0,,202.0,,,,,https://www.redfin.com/NJ/Hamburg/90-Bunn-Rd-07419/home/37710509,,,N,Y,41.1527959,-74.6125968,Sussex
PAST SALE,September-6-2022,Single Family Residential,105 W Lakeview Rd,Andover Twp.,NJ,07860-6046,572550.0,4.0,2.0,Andover Twp.,,29620.0,1952.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/105-W-Lakeview-Rd-07860/home/37675900,GSMLS,3784827.0,N,Y,41.0249876,-74.753526,Sussex
PAST SALE,June-17-2022,Single Family Residential,6 Linden Ave,Stanhope Boro,NJ,07874-2638,570000.0,5.0,2.5,Stanhope Boro,,65775.0,1939.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/6-Linden-Ave-07874/home/37784657,GSMLS,3779132.0,N,Y,40.9034431,-74.7077576,Sussex
PAST SALE,December-9-2020,Single Family Residential,2 WHITLINS Way,Sparta Twp.,NJ,07871-1904,575000.0,4.0,2.5,Sparta Twp.,,61419.0,,,,,Sold,,,https://www.redfin.com/NJ/Sparta/2-Whitlins-Way-07871/home/165422494,GSMLS,3654160.0,N,Y,41.0026231,-74.6543841,Sussex
PAST SALE,July-30-2024,Single Family Residential,53 Warren Rd,Sparta Twp.,NJ,07871-2720,570000.0,3.0,2.0,Sparta Twp.,,20908.0,1969.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/53-Warren-Rd-07871/home/37778842,GSMLS,3902306.0,N,Y,41.008899,-74.6569205,Sussex
PAST SALE,August-29-2022,Single Family Residential,80 Andover Rd,Sparta Twp.,NJ,07871-1002,575000.0,4.0,3.0,Sparta Twp.,2985.0,26741.0,1966.0,,193.0,,Sold,,,https://www.redfin.com/NJ/Sparta/80-Andover-Rd-07871/home/37766662,GSMLS,3794448.0,N,Y,41.029693,-74.671812,Sussex
PAST SALE,May-31-2024,Single Family Residential,15 Cedar Tree Ln,Sparta Twp.,NJ,07871-2306,575000.0,4.0,2.0,Sparta Twp.,,21344.0,1960.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/15-Cedar-Tree-Ln-07871/home/37764011,GSMLS,3898212.0,N,Y,41.02803,-74.6349037,Sussex
PAST SALE,June-3-2024,Single Family Residential,4 Crestview Dr,Stanhope Boro,NJ,07874-2889,575000.0,4.0,2.5,Stanhope Boro,,15681.0,2003.0,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/4-Crestview-Dr-07874/home/37876853,GSMLS,3896306.0,N,Y,40.9113858,-74.7017354,Sussex
PAST SALE,August-4-2023,Single Family Residential,13 Marc Dr,Wantage Twp.,NJ,07461-2700,575000.0,4.0,2.5,Wantage Twp.,,49222.0,1993.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/13-Marc-Dr-07461/home/37856872,GSMLS,3843943.0,N,Y,41.2117518,-74.6507746,Sussex
PAST SALE,August-21-2024,Single Family Residential,37 Woodland Rd,Franklin Boro,NJ,07416-1311,575021.0,3.0,2.5,Franklin Boro,,43995.0,2006.0,,,,Sold,,,https://www.redfin.com/NJ/Franklin/37-Woodland-Rd-07416/home/37690890,GSMLS,3909690.0,N,Y,41.1078481,-74.593326,Sussex
PAST SALE,April-5-2024,Single Family Residential,204 Coventry Ct,Hampton Twp.,NJ,07860-6700,576000.0,4.0,2.5,Hampton Twp.,,126759.0,1997.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/204-Coventry-Ct-07860/home/37703527,GSMLS,3887179.0,N,Y,41.1093025,-74.7695954,Sussex
PAST SALE,October-5-2023,Single Family Residential,28 Sleepy Hollow Rd,Byram Twp.,NJ,07821-3322,576000.0,4.0,2.5,Byram Twp.,,33541.0,,,,,Sold,,,https://www.redfin.com/NJ/Byram-Township/28-Sleepy-Hollow-Rd-07821/home/37683401,GSMLS,3860105.0,N,Y,40.9693615,-74.7254357,Sussex
PAST SALE,July-1-2024,Single Family Residential,74 Lynn Dr,Byram Twp.,NJ,07821-3504,577000.0,4.0,2.0,Byram Twp.,,20037.0,,,,,Sold,,,https://www.redfin.com/NJ/Byram-Township/74-Lynn-Dr-07821/home/37665129,GSMLS,3893153.0,N,Y,40.9939377,-74.668381,Sussex
PAST SALE,October-17-2022,Single Family Residential,93 Meadows Rd,Lafayette Twp.,NJ,07848-3119,570000.0,4.0,2.5,Lafayette Twp.,,54450.0,1979.0,,,,Sold,,,https://www.redfin.com/NJ/Lafayette/93-Meadows-Rd-07848/home/37732430,GSMLS,3804243.0,N,Y,41.1136776,-74.67257,Sussex
PAST SALE,July-14-2023,Single Family Residential,937 S Shore Ter,Stillwater Twp.,NJ,07860-4569,570000.0,3.0,2.0,Stillwater Twp.,,16117.0,1945.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/937-S-Shore-Ter-07860/home/37795732,GSMLS,3845437.0,N,Y,41.0559843,-74.817882,Sussex
PAST SALE,September-12-2022,Single Family Residential,53 Maple Pkwy,Sparta Twp.,NJ,07871-2012,575000.0,4.0,2.5,Sparta Twp.,,22651.0,1933.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/53-Maple-Pkwy-07871/home/37775028,GSMLS,3789519.0,N,Y,41.0099668,-74.665042,Sussex
PAST SALE,June-4-2024,Single Family Residential,296 Springbrook Trl,Sparta Twp.,NJ,07871-2042,575000.0,3.0,3.0,Sparta Twp.,,6534.0,1934.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/296-Springbrook-Trl-07871/home/37774942,GSMLS,3894985.0,N,Y,41.010053,-74.6616218,Sussex
PAST SALE,July-12-2024,Single Family Residential,929 Swartswood Rd,Stillwater Twp.,NJ,07860-4269,575000.0,3.0,2.5,Stillwater Twp.,,47916.0,1932.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/929-Swartswood-Rd-07860/home/37790762,GSMLS,3904266.0,N,Y,41.0840369,-74.8245476,Sussex
PAST SALE,June-7-2024,Single Family Residential,199 Route 206,Sandyston Twp.,NJ,07826-5099,570000.0,4.0,3.0,Sandyston Twp.,,275299.0,1989.0,,,,Sold,,,https://www.redfin.com/NJ/Branchville/199-US-Highway-206-07826/home/37749481,GSMLS,3899384.0,N,Y,41.1364716,-74.738686,Sussex
PAST SALE,June-12-2023,Single Family Residential,28 Mountainside Dr,Andover Twp.,NJ,07860-8834,575000.0,4.0,2.5,Andover Twp.,,20037.0,1972.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/28-Mountainside-Dr-07860/home/37675104,GSMLS,3829852.0,N,Y,41.0275261,-74.7083524,Sussex
PAST SALE,November-29-2022,Single Family Residential,41 Fox Trail Rd,Sparta,NJ,07871,575000.0,3.0,2.5,Sparta,,17163.0,,,,,Sold,,,https://www.redfin.com/NJ/Sparta/41-Fox-Trail-Rd-07871/home/37778612,NJMLS,22027735.0,N,Y,41.0413493,-74.5615316,Sussex
PAST SALE,November-14-2023,Single Family Residential,308 Maxim Dr,Hopatcong Boro,NJ,07843-1945,570000.0,3.0,2.5,Hopatcong Boro,,15681.0,1975.0,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/308-Maxim-Dr-07843/home/37722826,GSMLS,3861500.0,N,Y,40.9583457,-74.654247,Sussex
PAST SALE,August-30-2023,Single Family Residential,251 Stanhope Rd,Sparta Twp.,NJ,07871-2700,577500.0,4.0,4.0,Sparta Twp.,,248727.0,1984.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/251-Stanhope-Rd-07871/home/37761106,GSMLS,3853222.0,N,Y,41.013002,-74.6466136,Sussex
PAST SALE,November-15-2023,Single Family Residential,56 Lake Ter,Sparta Twp.,NJ,07871-2623,575000.0,4.0,2.5,Sparta Twp.,,20908.0,1970.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/56-Lake-Ter-07871/home/37757117,GSMLS,3860268.0,N,Y,41.0205222,-74.6229819,Sussex
PAST SALE,December-1-2023,Single Family Residential,190 Lake Wallkill Rd,Vernon Twp.,NJ,07461-4612,570000.0,3.0,2.5,Vernon Twp.,,,1979.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/190-Lake-Wallkill-Rd-07461/home/37813229,GSMLS,3864685.0,N,Y,41.2504904,-74.5411966,Sussex
PAST SALE,May-9-2024,Single Family Residential,2 Highview Dr,Vernon Twp.,NJ,07460-1507,570000.0,3.0,2.0,Vernon Twp.,,21780.0,1967.0,,,,Sold,,,https://www.redfin.com/NJ/Stockholm/2-Highview-Dr-07460/home/167671696,GSMLS,3890020.0,N,Y,41.1260986,-74.5028168,Sussex
PAST SALE,April-19-2024,Single Family Residential,12 Valley View Trl,Sparta Twp.,NJ,07871-1419,577000.0,3.0,2.5,Sparta Twp.,,23086.0,1972.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/12-Valley-View-Trl-07871/home/37768662,GSMLS,3886255.0,N,Y,41.0209548,-74.6779932,Sussex
PAST SALE,August-8-2022,Single Family Residential,7 Hamilton Rd,Green Twp.,NJ,07860-5448,575000.0,4.0,2.5,Green Twp.,,111077.0,,,,,Sold,,,https://www.redfin.com/NJ/Newton/7-Hamilton-Rd-07860/home/37694434,GSMLS,3790314.0,N,Y,40.9689163,-74.8303317,Sussex
PAST SALE,May-31-2024,Single Family Residential,19 Tracey Ln,Sparta Twp.,NJ,07871-3521,575000.0,4.0,2.5,Sparta Twp.,,87991.0,1978.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/19-Tracey-Ln-07871/home/37757444,GSMLS,3891588.0,N,Y,41.065027,-74.619857,Sussex
PAST SALE,April-1-2024,Single Family Residential,31 Lynn Dr,Byram Twp.,NJ,07821-3507,575000.0,4.0,2.5,Byram Twp.,,20037.0,1985.0,,,,Sold,,,https://www.redfin.com/NJ/Byram-Township/31-Lynn-Dr-07821/home/37681041,GSMLS,3881544.0,N,Y,40.99003,-74.6650343,Sussex
PAST SALE,March-9-2024,Single Family Residential,4 Ekes Ct,Vernon Twp.,NJ,07461,570000.0,4.0,2.5,Vernon Twp.,,49658.0,1986.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/4-Ekes-Ct-07461/home/167658816,GSMLS,3878074.0,N,Y,41.2420116,-74.5048678,Sussex
PAST SALE,February-1-2024,Single Family Residential,18 Mountain Rd,Hampton Twp.,NJ,07860-6631,570000.0,4.0,2.5,Hampton Twp.,,108028.0,2002.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/18-Mountain-Rd-07860/home/37700496,GSMLS,3866229.0,N,Y,41.1411204,-74.8433039,Sussex
PAST SALE,August-22-2024,Single Family Residential,16 Willow Grove Ct,Ogdensburg Boro,NJ,07439-1168,575000.0,4.0,2.5,Ogdensburg Boro,,36590.0,1987.0,,,,Sold,,,https://www.redfin.com/NJ/Ogdensburg/16-Willow-Grove-Ct-07439/home/37746458,GSMLS,3912599.0,N,Y,41.0800138,-74.6007193,Sussex
PAST SALE,March-25-2022,Single Family Residential,640 ROUTE 517,Vernon Twp.,NJ,07461,572900.0,4.0,2.5,Vernon Twp.,,137649.0,,,,,Sold,,,https://www.redfin.com/NJ/Sussex/640-County-Rd-517-07461/home/167661955,GSMLS,3765805.0,N,Y,41.2136117,-74.5090432,Sussex
PAST SALE,August-21-2020,Single Family Residential,18 HILLTOP Rd,Hopatcong Boro,NJ,07821-2936,575000.0,3.0,2.0,Hopatcong Boro,,,1911.0,,,,Sold,,,https://www.redfin.com/NJ/Andover/18-Hilltop-Rd-07821/home/37728803,GSMLS,3650593.0,N,Y,40.9692093,-74.6398159,Sussex
PAST SALE,September-30-2022,Single Family Residential,115 Kings Rd,Hampton Twp.,NJ,07860-7021,570000.0,4.0,2.5,Hampton Twp.,,117612.0,1995.0,,,,Sold,,,https://www.redfin.com/NJ/Newton/115-Kings-Rd-07860/home/37703528,GSMLS,3798641.0,N,Y,41.1074183,-74.768561,Sussex
PAST SALE,April-25-2022,Single Family Residential,11 Heighwood Trl,Sparta Twp.,NJ,07871-1401,570000.0,3.0,2.5,Sparta Twp.,,6534.0,1955.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/11-Heighwood-Trl-07871/home/37773209,GSMLS,3769360.0,N,Y,41.0197123,-74.6596903,Sussex
PAST SALE,September-29-2021,Single Family Residential,5 Oakdale Ave,Hopatcong Boro,NJ,07821-2939,571000.0,2.0,1.5,Hopatcong Boro,,8276.0,,,,,Sold,,,https://www.redfin.com/NJ/Andover/5-Oakdale-Ave-07821/home/37728781,GSMLS,3735961.0,N,Y,40.9627138,-74.6455556,Sussex
PAST SALE,September-3-2021,Single Family Residential,268 New Rd,Montague Twp.,NJ,07827-3510,575000.0,3.0,2.0,Montague Twp.,,,1955.0,,,,Sold,,,https://www.redfin.com/NJ/Montague/268-New-Rd-07827/unit-B/home/37733860,GSMLS,3729188.0,N,Y,41.3000846,-74.7526117,Sussex
PAST SALE,November-6-2023,Single Family Residential,108 Liberty St,Wantage Twp.,NJ,07461-3016,575000.0,4.0,2.5,Wantage Twp.,,40510.0,1988.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/108-Liberty-St-07461/home/37859185,GSMLS,3857165.0,N,Y,41.2373321,-74.6433874,Sussex
PAST SALE,June-23-2021,Single Family Residential,12 Oak Pkwy,Sparta Twp.,NJ,07871-2108,575000.0,2.0,1.0,Sparta Twp.,,6969.0,1929.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/12-Oak-Pkwy-07871/home/37776866,GSMLS,3708799.0,N,Y,41.0226382,-74.6465618,Sussex
PAST SALE,April-25-2022,Single Family Residential,257 Hudson Ave,Hopatcong Boro,NJ,07843-1709,570000.0,2.0,1.0,Hopatcong Boro,,37026.0,,,,,Sold,,,https://www.redfin.com/NJ/Hopatcong/257-Hudson-Ave-07843/home/37724139,GSMLS,3761441.0,N,Y,40.9509391,-74.6522938,Sussex
PAST SALE,October-21-2022,Single Family Residential,81 Highland Lakes Rd,Vernon Twp.,NJ,07462-3022,575000.0,5.0,3.0,Vernon Twp.,,171190.0,1989.0,,,,Sold,,,https://www.redfin.com/NJ/Vernon/81-Highland-Lakes-Rd-07462/home/167665766,GSMLS,3794540.0,N,Y,41.1666998,-74.4801946,Sussex
PAST SALE,April-19-2021,Single Family Residential,12 Ascot Ln,Byram Twp.,NJ,07871-2869,576000.0,5.0,2.5,Byram Twp.,,53578.0,2002.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/12-Ascot-Ln-07871/home/37661378,GSMLS,3693601.0,N,Y,40.9944709,-74.6604028,Sussex
PAST SALE,July-18-2024,Single Family Residential,302 Wills Ave,Hopatcong,NJ,07874,570000.0,3.0,2.0,Hopatcong,,,,,,,Sold,,,https://www.redfin.com/NJ/Stanhope/302-Wills-Ave-07874/home/37712714,NJMLS,24015969.0,N,Y,40.9159971,-74.6822568,Sussex
PAST SALE,July-9-2021,Single Family Residential,4 Dagmar Dale Dr,Vernon Twp.,NJ,07461-4012,575000.0,3.0,2.5,Vernon Twp.,,91476.0,2016.0,,,,Sold,,,https://www.redfin.com/NJ/Sussex/4-Dagmar-Dale-Dr-07461/home/167670534,GSMLS,3711675.0,N,Y,41.1979225,-74.5635375,Sussex
PAST SALE,,Single Family Residential,27 Cherokee Ct,Sparta,NJ,07871,570000.0,,,,3241.0,138956.0,1987.0,,176.0,,,,,https://www.redfin.com/NJ/Sparta/27-Cherokee-Ct-07871/home/37761418,,,N,Y,41.0124978,-74.636145,Sussex
PAST SALE,May-10-2024,Single Family Residential,48 Briar Ct,Hardyston,NJ,07419,575000.0,3.0,2.5,Hardyston,,8451.0,,,,,Sold,,,https://www.redfin.com/NJ/Hamburg/48-Briar-Ct-07419/home/37665348,NJMLS,24007012.0,N,Y,41.1484575,-74.5571718,Sussex
PAST SALE,,Single Family Residential,4 Cottonwood Trl,Sparta,NJ,07871,575000.0,,,,3020.0,41818.0,1994.0,,190.0,,,,,https://www.redfin.com/NJ/Sparta/4-Cottonwood-Trl-07871/home/37757528,,,N,Y,41.0872925,-74.6117549,Sussex
PAST SALE,August-4-2024,Single Family Residential,45 Edsall Dr,Vernon,NJ,07461,569900.0,4.0,3.5,Vernon,,43560.0,,,,,Sold,,,https://www.redfin.com/NJ/Sussex/45-Edsall-Dr-07461/home/167662396,NJMLS,24016964.0,N,Y,41.2106083,-74.5251575,Sussex
PAST SALE,November-5-2021,Single Family Residential,17 Grandview Ter,Sparta Twp.,NJ,07871-3437,570000.0,4.0,3.0,Sparta Twp.,,87120.0,1984.0,,,,Sold,,,https://www.redfin.com/NJ/Sparta/17-Grandview-Ter-07871/home/37763686,GSMLS,3737766.0,N,Y,41.0889872,-74.6231564,Sussex
PAST SALE,April-25-2022,Single Family Residential,5 Butternut Ln,Sandyston Twp.,NJ,07826-5068,570000.0,4.0,2.5,Sandyston Twp.,,101930.0,2002.0,,,,Sold,,,https://www.redfin.com/NJ/Sandyston/5-Butternut-Ln-07826/home/37867399,GSMLS,3764123.0,N,Y,41.2342569,-74.8059587,Sussex
