PAMS_PIN,CLOSEST_WETLAND_ID,CLOSEST_C1_ID
1922_214_5,119260,74817
1922_214_6,119260,75027
1922_214_7,21070,75027
1922_215_9,21070,74817
1922_215_1,21070,74817
1922_215_2,21070,74817
1922_215_8,21070,74817
1922_215_3,21070,74817
1922_215_4,21070,75027
1922_215_7,21070,74817
1922_215_6,21070,75027
1922_215_5,21070,75027
1922_212_8,119260,74817
1922_212_7,119260,74817
1922_212_6,119260,74817
1922_212_5,119260,74817
1922_212_4,119260,75027
1922_212_3,119260,75027
1922_212_2,119260,75027
1922_212_1,119260,75027
1922_212_11,119260,75027
1922_212_9,119260,74817
1922_212_10,119260,75027
1922_206_13,119262,99774
1922_206_12,119262,99774
1922_206_11,119262,99774
1922_206_14,119262,99774
1922_206_15,119262,99774
1922_206_16,119262,99774
1922_206_1,76315,75027
1922_206_2,76315,75027
1922_206_3,76315,75027
1922_206_4,119260,75027
1922_206_6,119260,75027
1922_206_7,119260,75027
1922_206_8,119260,75027
1922_206_9,76315,75027
1922_206_10,76315,75027
1922_211_1,76315,75027
1922_211_2,76315,75027
1922_211_3,76315,75027
1922_211_4,76315,75027
1922_211_5,76315,75027
1922_211_6,76315,75027
1922_211_7,76315,75027
1922_211_8,76315,75027
1922_210_2,21070,75027
1922_210_1,21070,75027
1922_210_3,21070,75027
1922_210_10,21070,75027
1922_210_9,76315,75027
1922_210_4,76315,75027
1922_210_5,76315,75027
1922_210_8,76315,75027
1922_210_7,76315,75027
1922_210_6,76315,75027
1922_207_1,76315,75027
1922_207_2,76315,75027
1922_207_3,76315,75027
1922_207_5,76315,75027
1922_207_4,76315,75027
1922_208_2,76315,75027
1922_208_1,76315,75027
1922_208_11,76314,75027
1922_208_3,76314,75027
1922_208_10,76314,75027
1922_208_4,76314,75027
1922_208_9,76314,75027
1922_208_8,76314,75027
1922_208_5,76314,75027
1922_208_6,76314,75027
1922_208_7,76314,75027
1922_209_14,76299,75027
1922_209_13,76299,75027
1922_209_12,76299,75027
1922_209_11,76315,75027
1922_209_10,21070,75027
1922_209_9,21070,75027
1922_209_15,21070,75027
1922_209_16,21070,75027
1922_209_7,21070,75027
1922_209_8,21070,75027
1922_209_17,21070,75027
1922_209_6,21070,75027
1922_209_5,21070,74817
1922_209_4,21070,74817
1922_209_3,21070,74817
1922_209_1,21070,74817
1922_209_2,21070,74817
1922_219_3,21069,75027
1922_219_1,21070,75027
1922_219_2,21069,75027
1922_218_1,119218,74817
1922_218_2,119218,74817
1922_218_5,119218,74817
1922_218_3,119218,74817
1922_218_4,119218,74817
1922_218_9,119218,74817
1922_218_8,119218,74817
1922_218_7,119218,74817
1922_218_6,119218,74817
1922_216_2,21069,74817
1922_216_3,21069,74817
1922_216_4,119218,74817
1922_216_5,21069,74817
1922_216_6,21069,74817
1922_216_7,21070,74817
1922_216_8,21070,74817
1922_216_9,21069,74817
1922_216_10,21069,74817
1922_216_11,21069,74817
1922_216_12,21069,74817
1922_216_13,21069,74817
1922_216_1,21069,74817
1922_220_1,122687,74817
1922_219_4,21068,76745
1922_221_2,76297,76747
1922_221_1,119250,76745
1922_224_2,76310,74440
1922_224_1,76310,74440
1922_223_1,21054,74440
1922_223_2_QFARM,21054,74440
1922_222_1,76199,74817
1922_225_7,76308,74440
1922_225_6,76308,74440
1922_225_8,76308,74440
1922_225_9,76308,74440
1922_225_10,76308,74440
1922_225_11,76308,74440
1922_225_12,76308,74440
1922_225_13,76308,74440
1922_225_5,76308,74440
1922_225_4,76308,74440
1922_225_3,76308,74440
1922_225_2,76308,74440
1922_225_1,76308,74440
1922_226_14_QFARM,76308,74440
1922_226_13_QFARM,21055,74440
1922_226_12_QFARM,21046,74440
1922_226_6,131225,74550
1922_226_7,131225,74550
1922_226_9,131225,74440
1922_226_8,131225,74550
1922_226_10_QFARM,131225,74440
1922_226_17,22661,94825
1922_226_18,21079,76748
1922_226_2,108937,76748
1922_226_15,76308,74440
1922_226_19,76320,76746
1922_226_20,76320,76748
1922_226_21,76320,76748
1922_226_16,21066,75586
1922_226_3,119237,75586
1922_226_1,108933,75438
1922_226_4,104927,75438
1922_227_5_QFARM,119195,74527
1922_227_1_QFARM,21042,74106
1922_227_2_QFARM,21042,71168
1922_227_3,76138,71168
1922_228_2,119237,76748
1922_228_1,22660,76748
1922_228_6,21049,75438
1922_228_5,21049,75438
1922_228_3,21049,76748
1922_228_4,21049,76748
1922_228_10,21049,75439
1922_228_8_QFARM,21049,74551
1922_228_9,21049,75439
1922_228_7,21049,74551
1922_228_12,76133,74550
1922_228_11,76133,74551
1922_229_9,102978,74020
1922_229_10,76599,74020
1922_229_8,76795,74020
1922_229_1,21128,74020
1922_229_5,76795,74020
1922_229_2,21470,74020
1922_229_4,21470,74020
1922_229_3,21470,74020
1922_230_1,76583,74020
1922_232_1,21153,74020
1922_232_2,76599,74020
1922_231_3,21126,74020
1922_231_2,21126,74020
1922_233_2_QFARM,76568,74020
1922_233_3,119325,74020
1922_233_1,119352,74020
1922_234_3,76474,74020
1922_234_24,142877,74020
1922_234_4,76474,74020
1922_234_1,76462,74020
1922_234_2,76474,74020
1922_234_5,76474,74020
1922_234_53,76568,74020
1922_234_33,76474,74020
1922_234_34,76474,74020
1922_234_35,76474,74020
1922_234_36,76474,74020
1922_234_37,76474,74020
1922_234_26,76474,74020
1922_234_27,76474,74020
1922_234_28,76474,74020
1922_234_29,76474,74020
1922_234_30,76474,74020
1922_234_31,76474,74020
1922_234_32,76474,74020
1922_234_18,76474,74020
1922_234_19,76474,74020
1922_234_20,76474,74020
1922_234_21,76474,74020
1922_234_22,76474,74020
1922_234_23,76474,74020
1922_234_12,76474,74020
1922_234_13,76474,74020
1922_234_14,76474,74020
1922_234_15,76474,74020
1922_234_16,76474,74020
1922_234_17,76474,74020
1922_234_6,76474,74020
1922_234_7,76474,74020
1922_234_8,76474,74020
1922_234_9,76474,74020
1922_234_10,76474,74020
1922_234_51,76568,74020
1922_234_52,76568,74020
1922_234_50,142877,74020
1922_234_44,76474,74020
1922_234_42,76474,74020
1922_234_43,76474,74020
1922_234_46,76499,74020
1922_234_45,76499,74020
1922_234_41,76499,74020
1922_234_40,76499,74020
1922_234_39,76474,74020
1922_234_38,76474,74020
1922_234_25,76474,74020
1922_234_95,76474,74020
1922_234_94,76499,74020
1922_234_93,76499,74020
1922_234_91,76499,74020
1922_234_92,76499,74020
1922_234_103,76499,74020
1922_234_101,76499,74020
1922_234_98,76499,74020
1922_234_102,76499,74020
1922_234_105,76499,74020
1922_234_99,76499,74020
1922_234_96,76499,74020
1922_234_97,76499,74020
1922_234_109,76499,74020
1922_234_100,76499,74020
1922_234_108,76499,74020
1922_234_107,76499,74020
1922_234_104,76499,74020
1922_234_106,76499,74020
1922_234_118,76499,74020
1922_234_113,76499,74020
1922_234_115,76499,74020
1922_234_116,76499,74020
1922_234_112,76499,74020
1922_234_124,76499,74020
1922_234_111,76499,74020
1922_234_110,76499,74020
1922_234_126,76499,74020
1922_234_117,76499,74020
1922_234_122,76499,74020
1922_234_121,76499,74020
1922_234_120,76499,74020
1922_234_125,76499,74020
1922_234_119,76499,74020
1922_234_127,76499,74020
1922_234_128,76499,74020
1922_234_114,76499,74020
1922_234_123,76499,74020
1922_234_129,76499,74020
1922_234_166,76654,74020
1922_234_167,76654,74020
1922_234_168,76654,74020
1922_234_169,142877,74020
1922_234_151,142877,74020
1922_234_159,76654,74020
1922_234_158,76654,74020
1922_234_157,76654,74020
1922_234_156,76654,74020
1922_234_155,76654,74020
1922_234_154,76654,74020
1922_234_153,142877,74020
1922_234_152,142877,74020
1922_234_150,142877,74020
1922_234_149,142877,74020
1922_234_148,142877,74020
1922_234_147,142877,74020
1922_234_145,142877,74020
1922_234_146,142877,74020
1922_234_138,142877,74020
1922_234_139,142877,74020
1922_234_140,142877,74020
1922_234_137,142877,74020
1922_234_135,76499,74020
1922_234_136,142877,74020
1922_234_141,142877,74020
1922_202_26,131238,99774
1922_202_43,131238,99774
1922_202_337,102867,74817
1922_222_2,76199,74817
1922_226_11_QFARM,21046,74440
1922_227_4_QFARM,76138,71168
1922_229_11,76795,74020
1922_231_1,76583,74020
1922_234_144,142877,74020
1922_234_143,142877,74020
1922_234_132,76499,74020
1922_234_133,76499,74020
1922_234_134,76499,74020
1922_234_142,142877,74020
1922_234_170,142877,74020
1922_234_130,76499,74020
1922_234_131,76499,74020
1922_234_164,76654,74020
1922_234_162,76654,74020
1922_234_160,76654,74020
1922_234_161,76654,74020
1922_234_163,76654,74020
1922_234_73,131247,74020
1922_234_80,76654,74020
1922_234_75,76654,74020
1922_234_79,76654,74020
1922_234_78,76654,74020
1922_234_77,76654,74020
1922_234_76,76654,74020
1922_234_74,131247,74020
1922_234_62,76568,74020
1922_234_61,76568,74020
1922_234_60,76568,74020
1922_234_59,76568,74020
1922_234_56,142877,74020
1922_234_55,76568,74020
1922_234_54,76568,74020
1922_234_84,142877,74020
1922_234_83,142877,74020
1922_234_85,142877,74020
1922_234_86,142877,74020
1922_234_89,142877,74020
1922_234_88,142877,74020
1922_234_87,142877,74020
1922_234_49,142877,74020
1922_234_90,142877,74020
1922_234_48,142877,74020
1922_234_57,142877,74020
1922_234_58,142877,74020
1922_234_47,142877,74020
1922_234_67,142877,74020
1922_234_68,142877,74020
1922_234_82,142877,74020
1922_234_69,142877,74020
1922_234_81,142877,74020
1922_234_63,76568,74020
1922_234_66,76568,74020
1922_234_65,76568,74020
1922_234_70,131247,74020
1922_234_71,76568,74020
1922_234_72,76568,74020
1922_234_64,76568,74020
1922_153_20,76654,74020
1922_153_19,76499,74020
1922_153_4,76362,74020
1922_153_3,76362,74020
1922_153_6,76435,74020
1922_153_7,76435,74020
1922_153_8,76435,74020
1922_153_9,76435,74020
1922_153_10,76362,74020
1922_153_11,76362,74020
1922_153_17,76386,74020
1922_153_16_QFARM,76386,74020
1922_153_15_QFARM,76367,74020
1922_153_14,76352,74020
1922_153_13,76352,75314
1922_153_12,76362,74020
1922_153_5,76435,74020
1922_153_2,76362,74020
1922_153_1,76362,75314
1922_153_18,76435,74020
1922_235_14,76492,74020
1922_235_15,76492,74020
1922_235_16,76492,74020
1922_235_17,76492,74020
1922_235_18,76492,74020
1922_235_19,76492,74020
1922_235_20,76492,74020
1922_235_21,76492,74020
1922_235_3,76407,74817
1922_235_2,76400,74020
1922_235_4,76407,75314
1922_235_5,76362,74020
1922_235_6,76400,74020
1922_235_7,76400,74020
1922_235_8,76400,74020
1922_235_9,76400,74020
1922_235_10,76400,74020
1922_235_11,76492,74020
1922_235_12,76492,74020
1922_235_13,76492,74020
1922_235_1,76400,74020
1922_236_3,76400,74020
1922_236_1,76400,74817
1922_236_2,76400,74020
1922_236_9,76400,74817
1922_236_8,76400,74020
1922_236_7,76400,74020
1922_236_6,76400,74020
1922_236_4,76400,74020
1922_236_5,76400,74020
1922_237_20,76492,74020
1922_237_19,76492,74020
1922_237_18,76492,74020
1922_237_17,76492,99774
1922_237_16,76492,99774
1922_237_13,76492,99774
1922_237_14,76492,99774
1922_237_15,5309,99774
1922_237_12,76492,99774
1922_237_11,76492,99774
1922_237_10,76492,99774
1922_237_9,76492,99774
1922_237_8,76492,99774
1922_237_6,76492,99774
1922_237_5,76492,99774
1922_237_4,76492,99774
1922_237_3,76492,99774
1922_237_2,76492,99774
1922_237_1,76492,99774
1922_237_7,76492,99774
1922_238_1_QFARM,21123,99774
1922_241_7_QFARM,102919,99774
1922_239_10,102919,99774
1922_239_11,102919,99774
1922_239_8,119320,99774
1922_239_7,119320,99774
1922_239_6,102919,99774
1922_239_5,76470,99774
1922_239_9,102919,99774
1922_239_4,76470,99774
1922_239_3,76470,99774
1922_239_2,76470,99774
1922_239_1,76470,99774
1922_239_12_QFARM,76470,99774
1922_241_5,76420,99774
1922_241_6,76426,99774
1922_241_3,76420,74817
1922_241_8_QFARM,76426,99774
1922_241_1,76304,74817
1922_241_2,76420,74817
1922_241_12,131236,74817
1922_241_11,131236,74817
1922_240_1,76626,99774
1922_243_1,76423,99774
1922_244_9,76485,99774
1922_244_8,76485,99774
1922_244_7_QFARM,76477,99774
1922_244_10,76477,99774
1922_244_11,76477,99774
1922_244_13,76477,99774
1922_244_1,76414,99774
1922_244_2,76414,99774
1922_244_3,76414,99774
1922_244_12,76477,99774
1922_244_4_QFARM,76431,99774
1922_243_2,76423,99774
1922_242_3,2916,99774
1922_242_2,2916,99774
1922_242_1,2916,99774
1922_246_8,76414,99774
1922_247_1,76415,99774
1922_245_14,76549,76737
1922_247_2,2916,99774
1922_246_1,2916,99774
1922_246_2,2916,99774
1922_246_3,2916,99774
1922_246_4,76414,99774
1922_246_5,76414,99774
1922_246_6,76414,99774
1922_246_7,76414,99774
1922_245_1,76414,99774
1922_245_2,76477,99774
1922_245_3,76477,99774
1922_245_4,76477,99774
1922_245_5,76477,99774
1922_245_6,76477,99774
1922_245_7,76477,99774
1922_245_8,76477,99774
1922_245_9,76477,99774
1922_245_10,76485,99774
1922_245_11,76485,99774
1922_245_12,76485,99774
1922_245_13,76485,76737
1922_245_15,76549,76737
1922_248_6_QFARM,76423,74817
1922_248_4,76334,74817
1922_248_5,76334,74817
1922_248_10,76263,74817
1922_248_9,76334,74817
1922_248_8,76423,99774
1922_248_7,76423,74817
1922_248_3,76245,74817
1922_248_11,76256,74817
1922_248_2,76245,74817
1922_248_1,76244,74817
1922_250_10,111255,74817
1922_250_9,108941,74817
1922_250_8,108941,74817
1922_250_7,108941,74817
1922_250_6,108941,74817
1922_250_5,76263,74817
1922_250_4,76263,74817
1922_250_3,76263,74817
1922_250_1,76263,74817
1922_250_2,76263,74817
1922_253_6,76256,74817
1922_253_5,76256,74817
1922_253_4,76256,74817
1922_253_3,76256,74817
1922_253_1,76263,74817
1922_253_2,119242,74817
1922_251_12,76263,74817
1922_251_11,76263,74817
1922_251_10,76263,74817
1922_251_9,76263,74817
1922_251_8,76263,74817
1922_251_7,76263,74817
1922_251_6,76263,74817
1922_251_5,76263,74817
1922_251_4,108941,74817
1922_251_3,108941,74817
1922_251_2,108941,74817
1922_251_1,108941,74817
1922_251_27,108941,74817
1922_251_26,108941,74817
1922_251_25,108941,74817
1922_251_24,76263,74817
1922_251_22,76263,74817
1922_251_21,76263,74817
1922_251_20,76263,74817
1922_251_19,76263,74817
1922_251_18,76263,74817
1922_251_17,76263,74817
1922_251_16,76263,74817
1922_251_15,119242,74817
1922_251_13,76263,74817
1922_251_14,76263,74817
1922_251_23,76263,74817
1922_252_8,119241,74817
1922_252_7,76263,74817
1922_252_6,76263,74817
1922_252_5,76263,74817
1922_252_4,76263,74817
1922_252_3,76263,74817
1922_252_2,76263,74817
1922_252_1,76263,74817
1922_249_1,111255,99774
1922_249_2,111254,74817
1922_249_8,102864,74817
1922_249_7,102864,74817
1922_249_6,102864,74817
1922_249_5,108941,74817
1922_249_3,108941,74817
1922_249_4,108941,74817
1922_256_1,119226,74817
1922_256_2,119226,74817
1922_256_3,119226,74817
1922_256_5,102846,74817
1922_256_4,119226,74817
1922_256_6,119226,74817
1922_256_7,119226,74817
1922_256_8,119226,74817
1922_256_9,119226,74817
1922_255_5,122733,74817
1922_255_6,119218,74817
1922_255_15,122733,74817
1922_255_14,122733,74817
1922_255_13,122733,74817
1922_255_12,122733,74817
1922_255_11,122733,74817
1922_255_10,122733,74817
1922_255_9,122733,74817
1922_255_7,119218,74817
1922_255_8,119218,74817
1922_255_4,122733,74817
1922_255_3,122733,74817
1922_255_2,122733,74817
1922_255_1,122733,74817
1922_254_1,102846,74817
1922_254_2,119215,74817
1922_254_3,76196,74817
1922_254_4,76263,74817
1922_254_5,76263,74817
1922_254_6,76263,74817
1922_254_7,119241,74817
1922_254_8,119241,74817
1922_254_9,119241,74817
1922_254_10,119241,74817
1922_254_11,119241,74817
1922_254_12,119241,74817
1922_254_13,119241,74817
1922_254_14,119241,74817
1922_254_15,102857,74817
1922_254_16,102857,74817
1922_254_17,119226,74817
1922_254_18,102846,74817
1922_254_19,102846,74817
1922_254_20,119226,74817
1922_254_21,119226,74817
1922_254_22,102857,74817
1922_254_23,119241,74817
1922_254_24,102857,74817
1922_254_25,119226,74817
1922_254_26,102857,74817
1922_254_27,119241,74817
1922_254_28,119241,74817
1922_254_29,119241,74817
1922_254_30,119241,74817
1922_254_31,102864,74817
1922_254_32,102867,74817
1922_254_33,122733,74817
1922_254_34,122733,74817
1922_254_35,122733,74817
1922_254_36,122733,74817
1922_254_37,122733,74817
1922_254_38,122733,74817
1922_254_39,122733,74817
1922_254_40,122733,74817
1922_254_41,119226,74817
1922_257_2,76196,74817
1922_257_3,76196,74817
1922_257_4,76196,74817
1922_257_5,76196,74817
1922_257_6,76196,74817
1922_257_7,76196,74817
1922_257_1,119215,74817
1922_257_8,76196,74817
1922_257_9,76196,74817
1922_257_10,76196,74817
1922_257_11,76196,74817
1922_257_12,76196,74817
1922_257_13,76196,74817
1922_257_14,76196,74817
1922_257_15,76196,74817
1922_257_16,102846,74817
1922_257_17,102846,74817
1922_257_18,102846,74817
1922_257_19,102846,74817
1922_257_20,102846,74817
1922_257_21,102846,74817
1922_257_22,76196,74817
1922_257_23,76196,74817
1922_257_30,76196,74817
1922_257_31,102846,74817
1922_257_32,102846,74817
1922_257_33,102846,74817
1922_257_24,76196,74817
1922_257_29,119178,74817
1922_257_28,119178,74817
1922_257_27,119178,74817
1922_257_26,119178,74817
1922_257_25_QFARM,21031,74817
1922_258_1,76073,71080
1922_258_2,119178,71080
1922_258_4,119178,71080
1922_259_1,104925,71080
1922_259_3,119178,71080
1922_259_4,119178,71080
1922_259_2,104925,71080
1922_260_1,76073,71080
1922_260_2,76131,71080
1922_260_3,119218,74817
1922_260_5,119183,71080
1922_260_4,119204,71080
1922_261_4,119182,74129
1922_261_1,119195,71080
1922_261_5,76032,75293
1922_261_2,111249,74524
1922_261_3,119182,74129
1922_262_10,76583,74020
1922_262_15,76583,74020
1922_262_14,76583,74020
1922_262_13,76583,74020
1922_262_1,76583,74020
1922_262_2,76583,74020
1922_262_5,76583,74020
1922_262_12,21128,74020
1922_262_4,76583,74020
1922_262_3,21128,74020
1922_263_2,76583,74020
1922_263_1,76583,74020
1922_263_14,102891,74518
1922_263_12,119271,74518
1922_263_11,76583,74518
1922_263_10,76583,74518
1922_263_8,76354,74518
1922_263_7,76354,74020
1922_263_6,76354,74020
1922_263_5,76354,74020
1922_263_4,76354,74020
1922_263_3,76583,74020
1922_263_13,102891,74518
1922_263_9,76333,74518
1922_264_1,76333,74518
1922_264_3,76333,74518
1922_264_7,76450,74020
1922_264_4,76333,74518
1922_264_5,76354,74020
1922_264_6,76354,74020
1922_264_2,76333,74518
1922_264_8,76450,74020
1922_265_9,76462,74020
1922_265_6,76462,74020
1922_265_5,76462,74020
1922_265_4,76462,74020
1922_265_3,76354,74020
1922_265_1,76354,74020
1922_265_2,76354,74020
1922_265_8_QFARM,21107,74020
1922_266_26,76450,74020
1922_266_61,76474,74020
1922_266_91,76450,74020
1922_266_90,76450,74020
1922_266_89,76450,74020
1922_266_88,76450,74020
1922_266_87,76450,74020
1922_266_86,76450,74020
1922_266_84,76450,74020
1922_266_85,76450,74020
1922_266_76,76450,74020
1922_266_83,76450,74020
1922_266_81,76450,74020
1922_266_78,76450,74020
1922_266_79,76450,74020
1922_266_82,76450,74020
1922_266_80,76450,74020
1922_266_77,76450,74020
1922_266_47,76499,74020
1922_266_46,76499,74020
1922_266_44,76499,74020
1922_266_45,76499,74020
1922_266_64,76450,74020
1922_266_59,76464,74020
1922_266_62,76474,74020
1922_266_65,76450,74020
1922_266_66,76450,74020
1922_266_67,76450,74020
1922_266_68,76450,74020
1922_266_69,76450,74020
1922_266_70,76450,74020
1922_266_58,76450,74020
1922_266_57,76464,74020
1922_266_56,76464,74020
1922_266_55,76499,74020
1922_266_54,76499,74020
1922_266_53,76499,74020
1922_266_52,76499,74020
1922_266_51,76499,74020
1922_266_50,76499,74020
1922_266_49,76499,74020
1922_266_48,76499,74020
1922_266_43,76499,74020
1922_266_42,76499,74020
1922_266_41,76499,74020
1922_266_40,76499,74020
1922_266_39,76499,74020
1922_266_38,76499,74020
1922_266_37,76499,74020
1922_266_36,76499,74020
1922_266_35,76386,74020
1922_266_34,76386,74020
1922_266_33,76386,74020
1922_266_32,76386,74020
1922_266_31,76386,74020
1922_266_30,76386,74020
1922_266_29,76386,74020
1922_266_28,76386,74020
1922_266_27,76386,74020
1922_266_75,76386,74020
1922_266_74,76386,74020
1922_266_73,76450,74020
1922_266_72,76450,74020
1922_266_71,76450,74020
1922_266_19,76386,74020
1922_266_18,76435,74020
1922_266_17,76435,74020
1922_266_16,76435,74020
1922_266_15,76499,74020
1922_266_14,76499,74020
1922_266_13,76499,74020
1922_266_12,76499,74020
1922_266_11,76499,74020
1922_266_10,76499,74020
1922_266_9,76499,74020
1922_266_8,76499,74020
1922_266_7,76499,74020
1922_266_6,76499,74020
1922_266_5,76499,74020
1922_266_4,76499,74020
1922_266_3,76499,74020
1922_266_2,76499,74020
1922_266_1,76499,74020
1922_266_20,76386,74020
1922_266_21,76386,74020
1922_266_22,76386,74020
1922_266_23,76386,74020
1922_262_6,76583,74020
1922_266_60,76474,74020
1922_266_63,76450,74020
1922_266_25,76386,74020
1922_266_24,76386,74020
1922_267_110,76450,74020
1922_267_111,76450,74020
1922_267_112,76450,74020
1922_267_105,76450,74020
1922_267_108,76450,74020
1922_267_107,76450,74020
1922_267_106,76450,74020
1922_267_109,76450,74020
1922_267_103,76450,74020
1922_267_101,76450,74020
1922_267_102,76450,74020
1922_267_98,76450,74020
1922_267_77,76450,74020
1922_267_78,76450,74020
1922_267_100,76450,74020
1922_267_99,76450,74020
1922_267_41,76352,75314
1922_267_40,76302,75314
1922_267_39,76302,75314
1922_267_42,76302,75314
1922_267_44,76450,75314
1922_267_45,76450,74020
1922_267_46,76338,75314
1922_267_47,76450,74020
1922_267_48,76450,74020
1922_267_74,76450,74020
1922_267_50,76450,74020
1922_267_49,76450,74020
1922_267_75,76450,74020
1922_267_76,76450,74020
1922_267_51,76450,74020
1922_267_73,76450,74020
1922_267_72,76450,74020
1922_267_56,76352,74020
1922_267_54,76450,74020
1922_267_52,76450,74020
1922_267_53,76450,74020
1922_267_55,76450,74020
1922_267_61,76352,75314
1922_267_63,76352,75314
1922_267_59,76352,75314
1922_267_67,76352,74020
1922_267_66,76352,74020
1922_267_70,76450,74020
1922_267_58,76352,75314
1922_267_71,76450,74020
1922_267_60,76352,75314
1922_267_64,76352,74020
1922_267_57,76352,74020
1922_267_68,76450,74020
1922_267_65,76352,74020
1922_267_69,76450,74020
1922_267_85,76352,74020
1922_267_94,76367,74020
1922_267_86,76352,74020
1922_267_88,76352,74020
1922_267_96,76367,74020
1922_267_95,76367,74020
1922_267_92,76367,74020
1922_267_87,76352,74020
1922_267_97,76450,74020
1922_267_90,76352,74020
1922_267_91,76367,74020
1922_267_93,76367,74020
1922_267_84,76352,74020
1922_267_83,76367,74020
1922_267_82,76367,74020
1922_267_79,76450,74020
1922_267_81,76367,74020
1922_267_118,76367,74020
1922_267_115,76367,74020
1922_267_116,76367,74020
1922_267_119,76367,74020
1922_267_117,76367,74020
1922_267_113,76386,74020
1922_267_114,76386,74020
1922_267_7,76386,74020
1922_267_9,76386,74020
1922_267_12,76386,74020
1922_267_8,76386,74020
1922_267_6,76386,74020
1922_267_10,76386,74020
1922_267_5,76386,74020
1922_267_11,76386,74020
1922_267_2,76386,74020
1922_267_1,76386,74020
1922_267_3,76386,74020
1922_267_4,76386,74020
1922_267_14,76367,74020
1922_267_13,76386,74020
1922_267_17,76386,74020
1922_267_15,76367,74020
1922_267_16,76367,74020
1922_267_18,76367,74020
1922_267_19,76367,74020
1922_267_20,76367,74020
1922_267_21,76367,74020
1922_267_22,76367,74020
1922_267_23,76352,74020
1922_267_24,76352,74020
1922_267_25,76352,74020
1922_267_26,76352,75314
1922_267_28,76352,75314
1922_267_29,76352,75314
1922_267_30,76313,75314
1922_267_27,76352,75314
1922_267_38,76352,75314
1922_267_37,76352,75314
1922_267_36,76313,75314
1922_267_34,76313,75314
1922_267_32,76313,75314
1922_267_33,76313,75314
1922_269_4,76362,75314
1922_269_3,76362,75314
1922_269_1,76362,75314
1922_269_2,76362,75314
1922_269_12,76407,75314
1922_269_14,76407,75314
1922_269_11,76407,75314
1922_269_10,76407,75314
1922_269_15,76362,75314
1922_269_9,76407,75314
1922_269_8,76362,75314
1922_269_7,76362,75314
1922_269_17,76255,75314
1922_269_16,76362,75314
1922_269_6_QFARM,76362,75314
1922_268_1,76352,75314
1922_268_2,76352,75314
1922_269_13,76362,75314
1922_272_1,76407,75314
1922_272_2,76407,74817
1922_272_3,76407,74817
1922_272_4,76407,74817
1922_272_5,76407,74817
1922_272_6,76407,74817
1922_272_7,76304,74817
1922_272_8,76304,74817
1922_272_9,76304,74817
1922_272_10,76304,74817
1922_272_11,76304,74817
1922_272_12,76304,74817
1922_272_13,76304,74817
1922_270_1,76255,75314
1922_270_3,76407,75314
1922_270_4,76255,75314
1922_270_5,76255,75314
1922_270_6,76255,75314
1922_270_7,76255,75314
1922_270_2,76255,75314
1922_270_8,76255,75314
1922_270_10,76304,74817
1922_270_9,76304,75314
1922_272_14,76304,74817
1922_271_14,76407,75314
1922_271_8,76304,75314
1922_271_6,76304,74817
1922_271_11,76304,75314
1922_271_3,76407,74817
1922_271_10,76304,75314
1922_271_13,76407,75314
1922_271_9,76304,75314
1922_271_2,76407,75314
1922_271_12,76407,75314
1922_271_1,76407,75314
1922_271_4,76304,74817
1922_271_5,76304,74817
1922_271_7,76304,74817
1922_273_83,76426,74817
1922_273_84,76420,74817
1922_273_85,76420,74817
1922_273_86,76420,74817
1922_273_87,76420,74817
1922_273_89,76420,74817
1922_273_88,76420,74817
1922_273_90,131236,74817
1922_273_91,131236,74817
1922_273_94,131236,74817
1922_273_93,131236,74817
1922_273_92,131236,74817
1922_273_95,131236,74817
1922_273_107,76304,74817
1922_273_96,131236,74817
1922_273_101,131236,74817
1922_273_100,131236,74817
1922_273_97,131236,74817
1922_273_102,131236,74817
1922_273_98,131236,74817
1922_273_99,131236,74817
1922_273_68,131236,74817
1922_273_71,131236,74817
1922_273_67,131236,74817
1922_273_70,131236,74817
1922_273_66,131236,74817
1922_273_65,131236,74817
1922_273_64,131236,74817
1922_273_60,131236,74817
1922_273_58,131236,74817
1922_273_62,131236,74817
1922_273_61,131236,74817
1922_273_59,131236,74817
1922_273_63,131236,74817
1922_273_72,131236,74817
1922_273_75,131236,74817
1922_273_74,131236,74817
1922_273_73,131236,74817
1922_273_76,76420,74817
1922_273_80,76420,74817
1922_273_79,76420,74817
1922_273_81,76420,74817
1922_273_77,76420,74817
1922_273_78,76420,74817
1922_273_51,76420,74817
1922_273_82,76420,74817
1922_273_52,76420,74817
1922_273_50,76420,74817
1922_273_53,76420,74817
1922_273_54,76420,74817
1922_273_55,76420,74817
1922_273_47,76420,74817
1922_273_45,76420,74817
1922_273_48,76420,74817
1922_273_46,76420,74817
1922_273_44,76420,74817
1922_273_43,76420,74817
1922_273_49,76420,74817
1922_273_56,76420,74817
1922_273_57,76420,74817
1922_273_41,76420,74817
1922_273_42,76420,74817
1922_273_13,76420,74817
1922_273_12,76420,74817
1922_273_11,76420,74817
1922_273_10,76420,74817
1922_273_9,76420,74817
1922_273_8,76420,74817
1922_273_7,76420,74817
1922_273_6,76420,74817
1922_273_5,76420,74817
1922_273_4,131236,74817
1922_273_3,131236,74817
1922_273_2,76304,74817
1922_273_1,76304,74817
1922_273_108,131236,74817
1922_273_105,131236,74817
1922_273_104,131236,74817
1922_273_110,76304,74817
1922_273_109,131236,74817
1922_273_29,76304,74817
1922_273_31,76304,74817
