PAMS_PIN,CLOSEST_WETLAND_ID,CLOSEST_C1_ID
1910_2603_10.01,73687,65296
1910_901_50,73866,63670
1910_3007_1,73917,65296
1910_3603.32_2_CC045,72888,70953
1910_2204_1,20506,58870
1910_3501_47,22598,65296
1910_2105_5,73245,64658
1910_3603.19_1_CS022,5663,70953
1910_3603.23_6_CS019,72955,70953
1910_1402_4,74156,57855
1910_3101_2,74144,58837
1910_902_1,73787,59333
1910_302.01_46,74647,60154
1910_302_36,74647,60154
1910_3301_17,118435,97147
1910_3703_3,72888,70953
1910_2901_1,74178,65296
1910_1901_6,73167,64391
1910_3010_20,74052,65296
1910_507_3,74262,57708
1910_2702_25_QFARM,118631,65296
1910_3603.05_7_CE021,5663,70953
1910_1707_3,74484,57855
1910_3104_2,20608,65296
1910_3105_26,73639,65296
1910_3501_53,72875,65296
1910_3603_10,72978,70953
1910_606_5,74387,60158
1910_1706_26,74484,57855
1910_3104_3.05_QFARM,20608,65296
1910_3102_7,73990,65296
1910_1801.01_4.03,20630,57111
1910_2501_5.06,73438,64659
1910_1606_7,74484,57855
1910_3603.10_6_CO005,72955,70953
1910_3109_5,73533,65296
1910_3301_7.01,118472,65296
1910_2802_1_QFARM,74178,65296
1910_2701_8.05,74280,65296
1910_2807_9,74178,65296
1910_1404_19,74215,57855
1910_1801_38,73334,64743
1910_801_2_QFARM,74272,63436
1910_3102_5,73990,65296
1910_901_8.04,73993,63670
1910_2701.01_6.02,102197,65296
1910_3501_58,102022,65296
1910_1901_11.03,73208,64658
1910_2702.01_14,20649,65296
1910_3603_16,72959,70953
1910_3302_1,139761,97147
1910_3504_7,20562,65296
1910_505_4,74400,56475
1910_2501_10_QFARM,118469,64658
1910_3202_6.02,20562,65296
1910_3110_1,73533,65296
1910_3102_1,74088,58838
1910_901_28,74151,57855
1910_3603.23_3_CS013,72955,70953
1910_2906_11,74089,65296
1910_3109_25,73533,65296
1910_3501_4,73533,65296
1910_916_1,73729,59333
1910_203_27,74603,60154
1910_202_12,74603,57725
1910_1901_4.04_QFARM,73334,64743
1910_2704_10,74117,57855
1910_2501_19.01,72833,62910
1910_2601_8.01,20642,65296
1910_901_49,74151,57855
1910_1801.01_55,118554,59333
1910_2701_15,74222,65296
1910_102_74,74708,60152
1910_2807_6,74258,65296
1910_3202_47_QFARM,118472,65296
1910_2501.01_16,102044,64658
1910_2501.01_7,73276,64658
1910_302.01_71,74497,60154
1910_504_16,74400,56476
1910_3106_3,102091,73968
1910_2501.01_23,73276,64658
1910_3602_7.02,102078,70953
1910_1801_9.01,73539,97141
1910_3105_1_QFARM,74003,73968
1910_1202_3,74023,57855
1910_901_2.13,74039,63436
1910_3603.36_2_CR004,72955,70953
1910_2501_8.07,73159,64658
1910_1704_7,74156,57855
1910_3016_1,74222,65296
1910_302.01_76,74647,60152
1910_3202_67_QFARM,102015,65296
1910_1801_41_QFARM,73407,64743
1910_1603_11,74484,57855
1910_2208_9,72588,57734
1910_3603.02_1_CS002,5663,70953
1910_3106_4.01,118519,73968
1910_3106_3.01,118519,73968
1910_3107_1_QFARM,20619,73968
1910_302_20,74527,60154
1910_3301_28,72917,97147
1910_606_18,74387,60158
1910_303_18,74647,60152
1910_3018_19,73917,65296
1910_2202_10,20506,58870
1910_3501_70,72930,65296
1910_3603.53_20.02,72888,70953
1910_1403_11,74117,57855
1910_1001_5,74453,57855
1910_1801.01_32.15_QFARM,73832,57111
1910_1801_16,73329,64743
1910_908_1,74173,57111
1910_607_83,74506,57720
1910_801_7,74285,58834
1910_1301_9,74156,57855
1910_1601_30,74484,57855
1910_3501_59,102022,65296
1910_3502_1,20580,65296
1910_3603.04_3_CE006,5663,70953
1910_503_10,74262,57708
1910_3603.39_3_CR034,72888,70953
1910_1706_27,74484,57855
1910_3501_18,20585,65296
1910_3501_82,118522,65296
1910_3501_82.01,118522,65296
1910_3603.04_1_CE002,5663,70953
1910_2106_1,73245,64742
1910_303_2,74647,60154
1910_2401_12,130901,62910
1910_3109_8,73533,65296
1910_2001_14,73307,64745
1910_3010_1,74052,65296
1910_2401_5,72535,62910
1910_3603.04_6_CE012,5663,70953
1910_603_9,74486,57720
1910_3803_1,73379,72155
1910_1905_10,72678,62910
1910_3603.23_5_CS017,72955,70953
1910_2704_3,74117,57855
1910_304_25,74575,60150
1910_2703_4,74117,57855
1910_1403_21,74215,57855
1910_3105_12,73497,65296
1910_3104_3.01,73524,65296
1910_3202_14,20562,65296
1910_3603_14,72959,70953
1910_3202_74_QFARM,20545,65296
1910_403_14,74424,57724
1910_3202_1.12,5157,97147
1910_101_18,102359,60142
1910_3603_25.12,72955,58722
1910_1906_3,130908,62910
1910_3109_31,73533,65296
1910_3012_11,73942,65296
1910_2910_1,74222,65296
1910_2909_1,74052,65296
1910_3301_2.02,142817,97147
1910_1701_3,74415,57855
1910_1603_1.01,74484,57855
1910_3503_4,20580,65296
1910_1402_6,74156,57855
1910_205_6,74603,60154
1910_1705_2,74156,57855
1910_2603_1.02_QFARM,20584,65296
1910_511_1,74337,56476
1910_801_2.01,74087,63670
1910_303_14,74647,60154
1910_3603.47_5_CP024,72955,73476
1910_402_26,74400,60004
1910_3503_3,20580,65296
1910_2807_34,74258,65296
1910_3109_34,73533,65296
1910_1502_7,74215,57855
1910_801_1.13,74369,56476
1910_3603_1.03,118504,70953
1910_3501_69,118442,65296
1910_2501.01_18,73276,64658
1910_3803_9,73379,72155
1910_302.01_56,5184,60154
1910_205_22,74517,60154
1910_3603.18_7_CS042,72955,70953
1910_302.01_60,74492,59824
1910_2701_2_QFARM,20653,57111
1910_901_52,74151,57855
1910_3202_24,7209,65296
1910_3017_24,74052,65296
1910_3501_34,72837,70953
1910_3501_8,73497,65296
1910_2501.02_13,73276,64658
1910_3603.14_2_CO025,72955,70953
1910_504_4,74400,60004
1910_3102_15.01,73753,65296
1910_1503_5.01,74215,57855
1910_2603_6,73762,65296
1910_2601_5,73492,64743
1910_1403_17.01,74215,57855
1910_3301_30_QFARM,72963,97147
1910_1903_18,73005,64742
1910_3603.27_2_CB003,72955,70953
1910_3104_4.06,73753,65296
1910_901_7_QFARM,73850,59333
1910_1301_8,74156,57855
1910_3603.22_2_CS003,72955,70953
1910_3603_9.01,72978,70953
1910_1801_6.06,73657,59333
1910_3109_30,73533,65296
1910_901_28.03,74151,57855
1910_3018_17,73917,65296
1910_2001_1.01,102058,64746
1910_3702_2,72978,70953
1910_3109_17,73650,65296
1910_1710_45,74415,57855
1910_3301_2.01,72714,97147
1910_1802_8,73438,64659
1910_3603.10_1_CO015,72955,70953
1910_3603.33_8_CC021,72888,70953
1910_3504_5,20585,65296
1910_1502_12.08,74365,57855
1910_2702_18,73990,65296
1910_3202_21,20585,65296
1910_2703_7,74117,57855
1910_3301_29,73018,65296
1910_3301_6_QFARM,72877,97147
1910_3603.21_1_CS054,72837,70953
1910_402_27,74400,60004
1910_2205_19,72334,58870
1910_3106_1.03_QFARM,73642,73968
1910_908_9,74173,57111
1910_1705_1.03,74156,57855
1910_3301_5_QFARM,72786,97147
1910_403_8,74408,57724
1910_607_55,74369,60158
1910_302_17,74527,60154
1910_2805_6,74290,65296
1910_508_1,74230,60164
1910_102_67,74708,60152
1910_102_3,74708,60077
1910_901_2.10,74195,63436
1910_3603.23_4_CS015,72955,70953
1910_2803.02_14_QFARM,74290,65296
1910_3202_4,72925,65296
1910_2602_5.05,73762,65296
1910_2205_28,72334,58870
1910_3202_1.11,5157,97147
1910_512_1,74369,59340
1910_202_4,74517,60154
1910_303_11,74647,60154
1910_1801.01_4.05,74173,57111
1910_101_11,74782,58923
1910_1601_4,74484,57855
1910_3603_25.06,72955,58722
1910_1708_26,74484,57855
1910_3402_8,72786,97147
1910_3603.28_1_CC012,72888,70953
1910_3603.04_2_CE004,5663,70953
1910_3603.36_6_CR012,72955,70953
1910_3703_2,72888,70953
1910_3502_8,20589,65296
1910_506_16,74288,57706
1910_3603.07_1_CE025,5663,70953
1910_3603.36_1_CR002,72955,70953
1910_2908_2,74222,65296
1910_2602_2.16,142833,65296
1910_3804_4,20607,72155
1910_3501_75,20549,65296
1910_3603.51_1_CH022,72955,73476
1910_2907_19,74002,65296
1910_3603.28_3_CC008,72955,70953
1910_3701_3,72978,70953
1910_3702_1,72978,70953
1910_1904_1_QFARM,20506,58870
1910_1801.01_40.08,73735,57111
1910_512_9,74369,59340
1910_901_24.01,74173,57111
1910_2702_21,118590,65296
1910_2205_4,130901,58870
1910_901_26.04,74173,57111
1910_205_27.01,74527,60154
1910_3105_29,73533,65296
1910_2907_11,74052,65296
1910_3602_9_QFARM,118504,70953
1910_2704_9,74117,57855
1910_2501.01_12,102044,64658
1910_302.01_58,5184,59824
1910_1604_4,74410,57855
1910_1903_20.01,73005,64742
1910_3106_1.01,73642,73968
1910_1706_35,74156,57855
1910_3501_43,72959,70953
1910_508_3,74262,60164
1910_506_6,74288,57706
1910_1504_1,74215,57855
1910_2501.02_7,73276,64658
1910_904_12,73787,59333
1910_3702_6.01,72978,70953
1910_1705_5,74156,57855
1910_3603.08_1_CE030,72888,70953
1910_3202_22,20585,65296
1910_304_19,74497,60152
1910_3601_1.01,118504,72155
1910_2902_7,74178,65296
1910_3106_4,102084,73968
1910_2903_11_QFARM,74222,65296
1910_1405_5,74117,57855
1910_3202_59,102022,65296
1910_3603_30,102068,70953
1910_102_75,74708,60142
1910_2402_5,130901,62910
1910_2303_1,72761,62910
1910_3803_11,73379,72155
1910_2803_2.01,74280,65296
1910_3803_6,73379,72155
1910_101_1,102359,57725
1910_205_37,74603,60154
1910_1601_7,74484,57855
1910_3014_4,74052,65296
1910_203_1,74603,60145
1910_3202_73,72925,65296
1910_3005_27,74052,65296
1910_1704_11,74156,57855
1910_901_6_QFARM,74173,57111
1910_1602_21,74484,57855
1910_401_9,74517,57721
1910_3105_9,73497,65296
1910_203_11,74603,60154
1910_1601_29,74484,57855
1910_2201_17,72588,58870
1910_3603.10_7_CO003,72955,70953
1910_2702_1.05,73810,65296
1910_3102_1.01,118655,58838
1910_3202_31,73508,65296
1910_3201_4,73508,65296
1910_3105_23,73461,65296
1910_3501_30.05_QFARM,72853,58722
1910_3008_7,102216,65296
1910_1801.01_35,73999,57111
1910_901_8.07,73993,63670
1910_2907_12,74052,65296
1910_2701_7,74117,65296
1910_2907_20,74002,65296
1910_601_9,74400,60004
1910_102_60,74708,60152
1910_3011_5,74222,65296
1910_2303_4,72761,62910
1910_603_2,74485,57720
1910_3603_24,72955,58722
1910_302_14,5184,60155
1910_302.01_63,74497,59824
1910_3603.04_5_CE010,5663,70953
1910_3105_28,73533,65296
1910_3010_13,74052,65296
1910_801_17,5179,57706
1910_901_15.06,73765,93050
1910_1903_13,72761,64742
1910_2602_2.07,142833,65296
1910_3402_3,101998,97147
1910_3603.03_1_CE001,5663,70953
1910_2002_7,102064,64743
1910_3501_17,20585,65296
1910_2907_9,74178,65296
1910_2801_8.06,74280,65296
1910_3501_26,20562,65296
1910_801_3.02,73983,63670
1910_3603.44_3_CP003,72955,73476
1910_2702_19.01,102243,65296
1910_3501_45_QFARM,22596,65296
1910_801_1.09,74241,58834
1910_1503_9.03,74426,57855
1910_1706_40,74156,57855
1910_2208_10,72588,57734
1910_2205_11,130901,58870
1910_3603.31_6_CC026,72888,70953
1910_1703_5,74156,57855
1910_901_15.04,73765,59333
1910_304_4,74486,59824
1910_3202_34_QFARM,73573,65296
1910_3503_22,22596,65296
1910_1403_9,74117,57855
1910_3603.33_5_CC027,72888,70953
1910_2103_1.01,73245,64658
1910_801_16,5179,57706
1910_2602_8.03,130965,65296
1910_3202_25,73497,65296
1910_2602_7,104895,65296
1910_3005_18,74052,65296
1910_1502_15,74365,57855
1910_2701_31,74117,57855
1910_3603.08_4_CE036,72888,70953
1910_506_10,74262,57704
1910_3602_2.09,73379,72155
1910_3603.51_3_CH026,72955,73476
1910_1801_9,73539,97141
1910_3102_15.02,73816,65296
1910_901_35_QFARM,73834,65606
1910_3603.42_7_CR029,72888,70953
1910_2501.01_22,73276,64658
1910_1501_5,74215,57855
1910_2702.01_11,102197,65296
1910_701_3.02,74485,57720
1910_2702_6,73687,65296
1910_606_15,74387,60158
1910_908_7,73914,93050
1910_607_37,74485,57720
1910_504_21,74400,60004
1910_102_21,74708,60142
1910_1502_13,74365,57855
1910_3010_18,74052,65296
1910_1901_11,73208,64658
1910_3501_60,102022,65296
1910_3603.32_5_CC039,72888,70953
1910_3705_2,118450,70953
1910_3701_7,72888,70953
1910_3102_9,73909,65296
1910_3501_36,72837,70953
1910_3017_14,73917,65296
1910_3702_5,72978,70953
1910_2603_5.03,130970,65296
1910_205_28,74527,60154
1910_302_9,74492,60156
1910_3103_2,73693,65296
1910_3603.39_1_CR030,72888,70953
1910_2904_11,74178,65296
1910_1001_7.02,74415,57855
1910_3603.28_2_CC010,72955,70953
1910_102_68,74708,60152
1910_302.01_68,74497,59824
1910_3602_7,5169,70953
1910_3401_13,101998,97147
1910_2903_1,74258,65296
1910_2701_8.04,74215,57855
1910_2501_16,72833,64742
1910_3018_24,73917,65296
1910_3008_2,74002,65296
1910_1902_2,73056,64392
1910_2702_18.03,73942,65296
1910_3803_7,73379,72155
1910_2902_5,74178,65296
1910_302_23,74527,60154
1910_3008_9,102216,65296
1910_1801_24.06,73590,64743
1910_3701_8,72888,70953
1910_3603.15_3_CO039,72955,70953
1910_3701_1,72978,70953
1910_1802_1.01_QFARM,73735,57111
1910_902_5.01,73787,59333
1910_3603.42_5_CR025,72888,70953
1910_3705_1,72888,70953
1910_1402_1,74156,57855
1910_1801.01_32.11,73832,57111
1910_2702.01_4,118589,65296
1910_3201_3,73508,65296
1910_1502_12.06,74365,57855
1910_901_2.08,74195,63436
1910_3603.15_7_CO031,72955,70953
1910_205_31,74603,60154
1910_1801.01_4.01_QFARM,73880,57111
1910_901_61,20697,57855
1910_2402_1,72334,57734
1910_101_7,74724,97573
1910_3603.31_1_CC036,72888,70953
1910_3703_9,72888,70953
1910_3105_2,20687,58838
1910_3501_45.01_QFARM,20595,65296
1910_1706_18,74484,57855
1910_1710_15,74415,57855
1910_1801_22,118517,64743
1910_2602_2.13,142833,65296
1910_1603_8,74484,57855
1910_2501_8.06,73159,64658
1910_1901_8,102036,64745
1910_3501_24,20562,65296
1910_907_18,73787,59336
1910_3016_10,74052,65296
1910_3603.12_6_CE055,72955,70953
1910_1801_49,73499,59708
1910_2705_9,74215,57855
1910_2806_2,74280,65296
1910_3202_45.01,20543,65296
1910_3202_70_QFARM,102015,97147
1910_801_1_QFARM,74245,58834
1910_604_14,74439,60158
1910_3102_13,73990,65296
1910_1801.01_4.02,73742,57111
1910_901_8.10,73866,63670
1910_302_35,74603,60154
1910_1603_14,74484,57855
1910_1801_51,73499,59699
1910_3105_15,73533,65296
1910_3501_74,20549,65296
1910_3803_17,73379,72155
1910_3008_14,73917,65296
1910_3603.09_2_CE039,72955,70953
1910_801_4.02,74027,63670
1910_3202_49,72892,65296
1910_3010_11,74052,65296
1910_1701_48,74415,57855
1910_1601_24,74484,57855
1910_3016_12,74052,65296
1910_3603.06_2_CE016,5663,70953
1910_3602_7.03,73273,70953
1910_605_18,74485,57720
1910_3105_8,73616,65296
1910_3202_1.04,72925,65296
1910_3016_6,74052,65296
1910_3603.15_6_CO033,72955,70953
1910_3503_23,22596,65296
1910_202_1,74517,59505
1910_2807_1,74258,65296
1910_2603_17_QFARM,102160,65296
1910_1602_11,74484,57855
1910_402_23,74400,60004
1910_3501_26.04_QFARM,118442,65296
1910_3501_68,118442,65296
1910_301_19,74647,60150
1910_510_7,74369,56476
1910_802_2.01_QFARM,74170,58848
1910_301_16,74647,60150
1910_2902_21,74222,65296
1910_1701_4,74415,57855
1910_402_5,74262,60004
1910_3401_3,72877,97147
1910_3104_3.03,73524,65296
1910_2001_15,73307,64745
1910_3110_9,73533,65296
1910_2702_14.03,118590,65296
1910_3501_76,20549,65296
1910_2501_22,118461,64658
1910_3603.47_4_CP026,72955,73476
1910_3603.51_5_CH030,72955,70953
1910_103_1.01,5179,65616
1910_1603_3,74484,57855
1910_301_45,74647,60146
1910_3202_13,20562,65296
1910_304_3,74486,59824
1910_1202_1.01,74023,57855
1910_3401_10,72786,97147
1910_3014_19,74052,65296
1910_2501_8.03,73245,64658
1910_3011_4,74222,65296
1910_3005_30,74052,65296
1910_2205_1,20506,58870
1910_2301_1,20506,58870
1910_3603_25.05,72955,58722
1910_1801.01_32.06,73832,57111
1910_2701_4_QFARM,20649,65296
1910_2702_22.03,73917,65296
1910_3603.07_2_CE027,5663,70953
1910_3001_17,74052,65296
1910_2501.01_24,73276,64658
1910_3501_30.10,5153,58722
1910_302.01_69,74497,60154
1910_3008_1,74052,65296
1910_3603_1.02,118504,70953
1910_1801_24.01,73407,64743
1910_509_4,74262,57706
1910_801_4.01,74087,63670
1910_2601_7.01,73492,64659
1910_3603.08_2_CE032,72888,70953
1910_510_2,74369,60159
1910_1801.01_26.04,73735,57111
1910_2704_6,74117,57855
1910_3603.17_2_CS050,72955,70953
1910_604_7,74439,60158
1910_3202_1.06,72925,65296
1910_1708_29,74484,57855
1910_1709_19,74484,57855
1910_101_10,74764,58925
1910_101_19,102359,60078
1910_102_77,74708,60142
1910_303_9,74497,59824
1910_3202_5_QFARM,20540,65296
1910_204_2,74517,59505
1910_1801.01_32.12,73832,57111
1910_2201_2,20506,58870
1910_3016_2,74222,65296
1910_3603.43_6_CR011,72955,70953
1910_801_1.07,74241,57706
1910_605_3,74485,57720
1910_301_50,74647,60146
1910_2702_1.08,118589,65296
1910_3004_2,74052,65296
1910_3108_1_QFARM,118608,73968
1910_901_47,73866,63670
1910_2105_6,73245,64658
1910_2402_7,130901,62910
1910_2208_3,72588,58870
1910_2205_12,72334,58870
1910_904_7,73729,59333
1910_901_8.13,73866,63670
1910_3501_44.05,22593,70953
1910_1601_1,74484,57855
1910_3803_14,73526,72155
1910_2901_10,74089,65296
1910_3503_16,22596,65296
1910_3501_77,20562,65296
1910_3603.48_7_CP004,72955,73476
1910_3603.26_5_CE050,72955,70953
1910_1603_7,74484,57855
1910_3603.41_3_CR037,72888,70953
1910_3005_1,74052,65296
1910_3001_16,74052,65296
1910_2201_14,72588,58870
1910_801_1.18,74357,60158
1910_2702_22.02_QFARM,73810,65296
1910_2906_8,74089,65296
1910_1801.01_27.01,73712,57111
1910_1706_39,74156,57855
1910_203_16,74603,60154
1910_1703_1,74156,57855
1910_606_4,74387,60158
1910_3301_25,73018,65296
1910_2702_1.06,118589,65296
1910_2209_1,72588,58870
1910_3007_15,102216,65296
1910_102_79,74708,60142
1910_2001_4,73307,64745
1910_607_52,74357,57720
1910_1801.01_36,74173,57111
1910_3603.44_1_CP007,72955,73476
1910_907_3,73914,57112
1910_302.01_64,74497,59824
1910_3603.05_3_CE013,5663,70953
1910_1709_20,74484,57855
1910_3801_9,20607,72155
1910_3603.08_6_CE040,72955,70953
1910_303_16,74647,60152
1910_606_12,74387,60158
1910_1203_5,74156,57855
1910_302_21,74527,60154
1910_3701_6,72888,70953
1910_505_12,74337,59999
1910_3603.41_5_CR041,72888,70953
1910_907_6,73914,59333
1910_3105_34,73533,65296
1910_2702.01_2,118589,65296
1910_2502_1,73161,64658
1910_2301_31,20506,58870
1910_3603_25.04,142814,58722
1910_3102_3.03,20696,58837
1910_1802_5,73438,64743
1910_3501_30.04,72853,58722
1910_1902_5,102008,64392
1910_802_2_QFARM,73983,57107
1910_102_49,74708,60152
1910_2501.01_11,102044,64658
1910_901_34_QFARM,74173,57111
1910_1903_19,73005,64742
1910_3603.45_6_CP009,72955,73476
1910_2401_11,130901,62910
1910_102_19,74708,60142
1910_3301_7.04,73018,65296
1910_3401_11,72786,97147
1910_102_45,74708,60146
1910_2401_1,72535,62910
1910_1403_17,74215,57855
1910_1901_4.02,73307,64743
1910_901_33,74140,57855
1910_3603.30_1_CC024,72888,70953
1910_3102_11.02,74044,65296
1910_3603.52_4_CH044,72955,73476
1910_402_14,74400,60004
1910_3104_3,102121,65296
1910_604_19,74439,57720
1910_3104_4,73753,65296
1910_3603.27_7_CB013,72955,70953
1910_3603.27_8_CB015,72955,70953
1910_2501_8.01,102044,64658
1910_503_3,74337,57706
1910_303_15,74647,60152
1910_304_10,74497,59824
1910_2501_5.04,73438,64659
1910_3202_47.01_QFARM,20540,65296
1910_607_18,74485,57720
1910_1801.01_6.01,118554,59333
1910_2702_1.14,102197,65296
1910_3110_2,73533,65296
1910_3603.46_1_CP027,72955,73476
1910_3202_1.03,5157,97147
1910_506_14,74288,57706
1910_302_32,74603,60154
1910_3014_16,74052,65296
1910_3603.48_8_CP002,72955,73476
1910_3501_30.03,118405,58722
1910_403_2,74419,57721
1910_2602_2.18,142833,65296
1910_2602_2.15,142833,65296
1910_2303_6,72678,62910
1910_1706_36,74156,57855
1910_3301_35_QFARM,72940,97147
1910_1710_13,74415,57855
1910_3603.45_1_CP019,72955,73476
1910_2801_1_QFARM,74299,65296
1910_902_3.02,73787,59333
1910_303_13,74647,60154
1910_2902_1,74258,65296
1910_1602_2,74484,57855
1910_3803_2,73379,72155
1910_302.01_49,74647,60154
1910_301_25,74647,60146
1910_602_7,74486,59824
1910_1901_5.05,73307,64746
1910_1901_13,73208,64658
1910_3704_4,72955,70953
1910_102_30,74607,60152
1910_3705_3,72955,70953
1910_2501.01_15,73276,64658
1910_2501_32,72833,64742
1910_505_7,74337,56476
1910_3301_17.02,118406,62910
1910_3603.07_4_CE031,5663,70953
1910_602_8,74486,59824
1910_3301_7.06,72914,65296
1910_2907_14,74002,65296
1910_2501_11,73005,64658
1910_1903_22,102013,64742
1910_2501.01_17,73276,64658
1910_302_5,74492,60155
1910_3302_7,118406,62910
1910_2603_8.04,102160,65296
1910_1403_22,74215,57855
1910_2205_23,72334,58870
1910_302_22,74527,60154
1910_1504_9.02,74215,57855
1910_1706_33,74156,57855
1910_1706_14,74484,57855
1910_3603.03_3_CE005,5663,70953
1910_2501.01_10,73276,64658
1910_2702_16.01,73942,65296
1910_3001_1,74002,65296
1910_3109_28,73533,65296
1910_3603.20_1_CS010,5663,70953
1910_2102_1.02,73334,64658
1910_1905_1,72761,62910
1910_802_5_QFARM,74170,58848
1910_102_18,74708,60142
1910_2203_10,20506,58870
1910_2302_25,20506,58870
1910_2701_30.01_QFARM,74222,65296
1910_2701.01_6.01,102197,65296
1910_1404_16,74215,57855
1910_3603.14_4_CO021,72955,70953
1910_3102_16.01_QFARM,118549,65296
1910_1801.01_32.03,73912,57111
1910_2701_8.03,74217,65296
1910_2702.01_6,118589,65296
1910_1706_25,74484,57855
1910_1405_2.01,74156,57855
1910_3603_8,118484,70953
1910_3501_31,72955,58722
1910_3603.05_6_CE019,5663,70953
1910_901_10,73834,65606
1910_2501_21,118461,64658
1910_3803_16,73379,72155
1910_3701_4,72978,70953
1910_3603.05_8_CE023,5663,70953
1910_3602_2.07,73379,72155
1910_3104_9,73693,65296
1910_1801_25_QFARM,73590,97141
1910_2602_8.04_QFARM,130965,65296
1910_305_1,74460,59824
1910_3603.10_2_CO013,72955,70953
1910_904_5,73729,59333
1910_3102_17.02,73509,65296
1910_907_22,142835,59333
1910_2703_2,74117,57855
1910_3603.25_3_CS035,72955,70953
1910_3603.16_1_CO036,72955,70953
1910_1704_5,74156,57855
1910_1801_6.04_QFARM,73657,63671
1910_1203_3,74415,57855
1910_801_9,74272,63436
1910_901_34.03,20702,93341
1910_3603_25.11,118405,58722
1910_607_26,74485,57720
1910_2602_8.02_QFARM,139792,65296
1910_3603_7_QFARM,118484,70953
1910_1204_2,74156,57855
1910_102_1,74708,60146
1910_3603_7.02_QFARM,118484,70953
1910_2601_10_QFARM,111191,57111
1910_3603.26_1_CE042,72955,70953
1910_3105_3_QFARM,74003,58838
1910_3109_12,73650,65296
1910_3109_18,73616,65296
1910_1801_13,73307,64746
1910_2001_16,102064,64743
1910_2501_10.01,73005,64658
1910_2501_3,73382,64658
1910_2501_31,73208,64658
1910_3804_1,73526,72155
1910_1301_1_QFARM,74156,57855
1910_2701.01_6_QFARM,102216,65296
1910_1602_12,74484,57855
1910_102_10,74708,60142
1910_1502_20,74426,57855
1910_3503_17,20580,65296
1910_3202_19,20585,65296
1910_303_3,74647,60154
1910_3603.34_1_CC019,72888,70953
1910_1501_2,74215,57855
1910_3603.19_3_CS026,72955,70953
1910_1601_17,74484,57855
1910_1601_2,74484,57855
1910_1801.01_44,73590,59333
1910_3603.52_3_CH042,72955,73476
1910_3202_10,20562,65296
1910_1901_1.06,73407,64743
1910_3501_21,20562,65296
1910_101_4,102359,60142
1910_3501_30.06,5152,58722
1910_3603.16_3_CO032,72955,70953
1910_901_48,74151,57855
1910_2208_11,72588,58870
1910_2205_8,130901,58870
1910_1802_4.06,73590,64743
1910_3013_3,73942,65296
1910_3012_2,74222,65296
1910_2701_8.02,74186,65296
1910_506_5,74288,57706
1910_2702_18.04,102207,65296
1910_2903_9,74222,65296
1910_3603.18_8_CS044,72955,70953
1910_1403_16,74215,57855
1910_2703_5,74117,57855
1910_302.01_73,74497,60152
1910_3110_5,73650,65296
1910_1401_3,74156,57855
1910_2602_9_QFARM,20584,65296
1910_2207_7,72588,57734
1910_1704_10,74156,57855
1910_901_2.04,74195,63436
1910_1801.01_27.03,73712,64743
1910_3014_25,74052,65296
1910_3105_4,20684,58838
1910_1801_15,73329,64743
1910_301_5,74647,60152
1910_1602_13,74484,57855
1910_2705_3,74117,57855
1910_1801.01_26.02_QFARM,73735,64743
1910_2102_3,102064,64658
1910_3603.07_5_CE033,5663,70953
1910_2201_7,20506,58870
1910_3202_38_QFARM,20570,65296
1910_3603.53_20.01,72888,70953
1910_2807_25,74258,65296
1910_3102_3.01_QFARM,20698,58839
1910_1706_6,74484,57855
1910_3105_11,73497,65296
1910_3603_25.03,142814,58722
1910_3801_10,20607,72155
1910_1502_6,74215,57855
1910_2701_18.04,74222,65296
1910_1801_8,73539,97141
1910_3602_7.01,5169,70953
1910_3603.29_4_CB008,72888,70953
1910_1710_10,74415,57855
1910_2908_6,74222,65296
1910_102_73,74708,60152
1910_3501_3,73466,65296
1910_3005_20,74052,65296
1910_202_7,74527,60154
1910_1905_3,72833,62910
1910_3301_34,72940,97147
1910_605_8,74439,57720
1910_1905_7,72833,62910
1910_3603.27_5_CB009,72955,70953
1910_2701_18.02,74222,65296
1910_3202_61,102022,65296
1910_3501_56,102022,65296
1910_3603.13_1_CO024,72955,70953
1910_3013_5,73942,65296
1910_3603.18_6_CS040,72955,70953
1910_1203_2,74415,57855
1910_301_4,74647,60152
1910_205_3,74603,60154
1910_1603_4,74484,57855
1910_401_16,74419,57721
1910_3102_18,73509,65296
1910_2602_2.05_QFARM,142833,65296
1910_607_80,74506,57720
1910_801_1.16,74357,60158
1910_801_20,74087,63670
1910_1801_6.03,73596,97141
1910_2501.01_13,102044,64658
1910_2201_1,20506,58870
1910_2906_4,74089,65296
1910_1802_4.01,73590,64743
1910_3501_46.01,73461,65296
1910_3501_62,102022,65296
1910_901_8.14,73866,63670
1910_908_8,74173,93050
1910_801_2.02_QFARM,74070,58834
1910_402_1,74257,60004
1910_2205_9,130901,58870
1910_2901_15,74089,65296
1910_102_61,74708,60152
1910_1703_9,74156,57855
1910_102_53,74708,60152
1910_801_1.06,5179,57706
1910_3109_24,73533,65296
1910_3301_33,72940,97147
1910_2203_8,20506,58870
1910_3603.51_7_CH034,72955,70953
1910_2303_3,72761,62910
1910_3005_34,74052,65296
1910_3603.39_6_CR040,72888,70953
1910_3603.08_5_CE038,72955,70953
1910_3104_6,73621,65296
1910_2702_1,73762,65296
1910_2602_2.02_QFARM,20649,65296
1910_3801_3,102084,72155
1910_3603.19_2_CS024,5663,70953
1910_301_18,74647,60150
1910_504_17,74400,56476
